scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,firstReported,firstReportedBy,firstReportedSource,firstReportedCollectionNumber,firstReportedGBIF,lastReported,lastReportedBy,lastReportedSource,lastReportedCollectionNumber,lastReportedGBIF,recordCount,reportingStatus,iNatObservationStatus,notes,ID,statsCode
Brosmophycis marginata,"(Ayres, 1854)",,red brotula,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Ophidiiformes,,,Bythitidae,Brosmophycinae,,Brosmophycis,marginata,,,,native,SNR,,2010-05-30,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,215459,FIS
Ammodytes personatus,"Girard, 1856",,Pacific sand lance,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ammodytidae,,,Ammodytes,personatus,,,,native,SNR,,1993-08-16,Andy Lamb,PMLS,,,2011-05-20,Karolle Wall,,,,,confirmed,observed,,201784,FIS
Anarrhichthys ocellatus,"Ayres, 1855",,wolf-eel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Anarhichadidae,,,Anarrhichthys,ocellatus,,,,native,SNR,,1994-02-26,Charlie Gibbs,PMLS,,,,,,,,,reported,unobserved,,60635,FIS
Ronquilus jordani,"(Gilbert, 1889)",,northern ronquil,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Bathymasteridae,,,Ronquilus,jordani,,,,native,SNR,,1971-08-21,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,230312,FIS
Brachyistius frenatus,"Gill, 1862",,kelp perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Brachyistius,frenatus,,,,native,SNR,,1985-12-07,Andy Lamb,PMLS,,,2020-08-13,Andrew Simon,,,,,confirmed,observed,,117553,FIS
Cymatogaster aggregata,"Gibbons, 1854",,shiner perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Cymatogaster,aggregata,,,,native,SNR,,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.1,,2018-08-29,Tom Appleby,,,,,confirmed,observed,,98855,FIS
Embiotoca lateralis,"Agassiz, 1854",,striped seaperch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Embiotoca,lateralis,,,,native,SNR,,1982-06-08,Claudia E. Kasserra,CMN,CMNFI 1985-0086.1,,2020-05-07,Penelope Bridge,,,,,confirmed,observed,,117555,FIS
Rhacochilus vacca,"(Girard, 1855)",,pile perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Rhacochilus,vacca,,,,native,SNR,,1973-09-20,Andy Lamb,PMLS,,,2020-08-13,Andrew Simon,,,,,confirmed,observed,reported as Damalichthys vacca,111616,FIS
Clevelandia ios,"(Jordan & Gilbert, 1882)",,arrow goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobionellinae,,Clevelandia,ios,,,,native,SNR,,,,,,,2017-05-26,Karolle Wall,,,,,new 2017,observed,,117564,FIS
Rhinogobiops nicholsii,"(Bean, 1882)",,blackeye goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobiinae,,Rhinogobiops,nicholsii,,,,native,SNR,,1968-08-02,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,,,,,confirmed,observed,,132521,FIS
Apodichthys flavidus,"Girard, 1854",,penpoint gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Apodichthys,flavidus,,,,native,SNR,,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.5,,2013-06-22,Karolle Wall,,,,,confirmed,observed,,67408,FIS
Pholis clemensi,"Rosenblatt, 1964",,longfin gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,clemensi,,,,native,SNR,,1994-10-07,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,67405,FIS
Pholis laeta,"(Cope, 1873)",,crescent gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,laeta,,,,native,SNR,,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.6,,2013-07-07,Karolle Wall,,,,,confirmed,observed,,67362,FIS
Pholis ornata,"(Girard, 1854)",,saddleback gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,ornata,,,,native,SNR,,,,,,,,,,,,,,,,62605,FIS
Ptilichthys goodei,"Bean, 1881",,quillfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ptilichthyidae,,,Ptilichthys,goodei,,,,native,SNR,,2006-06-23,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,229394,FIS
Anoplarchus purpurescens,"Gill, 1861",,high cockscomb,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Anoplarchus,purpurescens,,,,native,SNR,,1969-02-22,Andy Lamb,PMLS,,,2015-08-28,Andrew Simon,,,,,confirmed,observed,,67316,FIS
Chirolophis decoratus,"(Jordan & Snyder, 1902)",,decorated warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Chirolophinae,,Chirolophis,decoratus,,,,native,SNR,,1993-08-16,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,216742,FIS
Chirolophis nugator,"(Jordan & Williams, 1895)",,mosshead warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Chirolophinae,,Chirolophis,nugator,,,,native,SNR,,1981-05-31,Andy Lamb,PMLS,,,2019-05-04,Isabelle M. Côté,,,,,confirmed,observed,,216743,FIS
Lumpenus sagitta,"Wilimovsky, 1956",,snake prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Lumpeninae,,Lumpenus,sagitta,,,,native,SNR,,,,,,,2017-05-29,Karolle Wall,,,,,new 2017,observed,,224164,FIS
Phytichthys chirus,"(Jordan & Gilbert, 1880)",,ribbon prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Phytichthys,chirus,,,,native,SNR,,1960-12-22,Donald E. McAllister & M. O. Yesaki,CMN,CMNFI 1960-0499C.2,,,,,,,,reported,unobserved,,228101,FIS
Xiphister atropurpureus,"(Kittlitz, 1858)",,rock prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Xiphister,atropurpureus,,,,native,SNR,,,,,,,,,,,,,,,,67360,FIS
Xiphister mucosus,"(Girard, 1858)",,rock eel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Xiphister,mucosus,,,,native,SNR,,,,,,,2020-08-15,Andrew Simon,,,,,new 2020,observed,,67628,FIS
Citharichthys stigmaeus,"Jordan & Gilbert, 1882",,speckled sanddab,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Paralichthyidae,,,Citharichthys,stigmaeus,,,,native,SNR,,1993-05-09,Andy Lamb,PMLS,,,2016-07-05,Karolle Wall,,,,,confirmed,observed,,47526,FIS
Lepidopsetta bilineata,"(Ayres, 1855)",,rock sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Lepidopsetta,bilineata,,,,native,SNR,,1985-12-07,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,183018,FIS
Lyopsetta exilis,"(Jordan & Gilbert, 1880)",,slender sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Lyopsetta,exilis,,,,native,SNR,,2008-05-24,Jackson Chu,Chu (2010),,,2007-10-23,Jackson Chu,,,,,confirmed,observed,,104926,FIS
Parophrys vetulus,"Girard, 1854",,English sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Parophrys,vetulus,,,,native,SNR,,1982-06-09,J. M. Ellis,CMN,CMNFI 1985-0088.1,,,,,,,,reported,unobserved,,117545,FIS
Platichthys stellatus,"(Pallas, 1787)",,starry flounder,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Platichthys,stellatus,,,,native,SNR,,1982-06-09,J. M. Ellis,CMN,CMNFI 1985-0088.2,,2020-08-02,pacificwhitesideddolphin,,,,,confirmed,observed,,83170,FIS
Pleuronichthys coenosus,"Girard, 1854",,C-O sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Pleuronichthys,coenosus,,,,native,SNR,,1994-02-27,Andy Lamb,PMLS,,,2013-06-22,Karolle Wall,,,,,confirmed,observed,,228393,FIS
Oncorhynchus clarkii,"(Richardson, 1836)",,cutthroat trout,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,clarkii,,,,native,SNR,,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,,,,,,,,reported,unobserved,,68075,FIS
Oncorhynchus gorbuscha,"(Walbaum, 1792)",,pink salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,gorbuscha,,,,native,SNR,,,,,,,,,,,,,,,,107570,FIS
Oncorhynchus keta,"(Walbaum, 1792)",,chum salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,keta,,,,native,SNR,,2013-05-17,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,107572,FIS
Oncorhynchus kisutch,"(Walbaum, 1792)",,coho salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,kisutch,,,,native,SNR,,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,,,,,,,,reported,unobserved,,53692,FIS
Oncorhynchus tshawytscha,"(Walbaum, 1792)",,chinook salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,tshawytscha,,,,native,SNR,,,,,,,2017-02-12,Christina Robinson,,,,,new 2017,observed,,54191,FIS
Agonopsis vulsa,"(Jordan & Gilbert, 1880)",,northern spearnose poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Agonidae,Agoninae,,Agonopsis,vulsa,,,,native,SNR,,1995-02-25,Charlie Gibbs,PMLS,,,,,,,,,reported,unobserved,,180027,FIS
Odontopyxis trispinosa,"Lockington, 1880",,pygmy poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Agonidae,Bathyagoninae,,Odontopyxis,trispinosa,,,,native,SNR,,2006-06-30,Andy Lamb,PMLS,,,2017-07-25,Karolle Wall,,,,,confirmed,observed,,226210,FIS
Podothecus accipenserinus,"(Tilesius, 1813)",,sturgeon poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Agonidae,Agoninae,,Podothecus,accipenserinus,,,,native,SNR,,1995-02-23,Charlie Gibbs,PMLS,,,,,,,,,reported,unobserved,,228455,FIS
Artedius fenestralis,"Jordan & Gilbert, 1883",,padded sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,fenestralis,,,,native,SNR,,1968-08-02,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,,,,,confirmed,observed,,117527,FIS
Artedius harringtoni,"(Starks, 1896)",,scalyhead sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,harringtoni,,,,native,SNR,,1969-02-21,Andy Lamb,PMLS,,,2015-01-01,Peter Luckham,,,,,confirmed,observed,,117528,FIS
Artedius lateralis,"(Girard, 1854)",,smoothhead sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,lateralis,,,,native,SNR,,1985-12-08,Charlie Gibbs,PMLS,,,2020-08-13,Andrew Simon,,,,,confirmed,observed,,117529,FIS
Asemichthys taylori,"Gilbert, 1912",,spinynose sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Asemichthys,taylori,,,,native,SNR,,1973-09-20,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,,,,,confirmed,observed,,172639,FIS
Chitonotus pugetensis,"(Steindachner, 1876)",,roughback sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Chitonotus,pugetensis,,,,native,SNR,,1985-12-07,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,216746,FIS
Enophrys bison,"(Girard, 1854)",,buffalo sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Enophrys,bison,,,,native,SNR,,1981-05-31,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,,,,,confirmed,observed,,117536,FIS
Hemilepidotus hemilepidotus,"(Tilesius, 1811)",,red Irish lord,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Hemilepidotus,hemilepidotus,,,,native,SNR,,1985-07-29,Andy Lamb,PMLS,,,2015-05-16,Peter Luckham,,,,,confirmed,observed,,221165,FIS
Icelinus tenuis,"Gilbert, 1890",,spotfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Icelinus,tenuis,,,,native,SNR,,1971-08-21,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,222146,FIS
Jordania zonope,"Starks, 1895",,longfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Jordania,zonope,,,,native,SNR,,1969-02-21,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,,,,,confirmed,observed,,222465,FIS
Leptocottus armatus,"Girard, 1854",,Pacific staghorn sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Leptocottus,armatus,,,,native,SNR,,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.3,,,,,,,,reported,unobserved,,49163,FIS
Myoxocephalus polyacanthocephalus,"(Pallas, 1814)",,great sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Myoxocephalus,polyacanthocephalus,,,,native,SNR,,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.4,,2018-08-10,Karolle Wall,,,,,confirmed,observed,,47640,FIS
Oligocottus maculosus,"Girard, 1856",,tidepool sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Oligocottus,maculosus,,,,native,SNR,,1960-12-22,Donald E. McAllister & M. O. Yesaki,CMN,CMNFI 1960-0499C.1,,2017-05-25,Karolle Wall,,,,,confirmed,observed,,67629,FIS
Scorpaenichthys marmoratus,"(Ayres, 1854)",,cabezon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Scorpaenichthys,marmoratus,,,,native,SNR,,1973-09-20,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,47638,FIS
Synchirus gilli,"Bean, 1890",,manacled sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Synchirus,gilli,,,,native,SNR,,1996-09-28,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,232130,FIS
Triglops macellus,"(Bean, 1884)",,roughspine sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Triglops,macellus,,,,native,SNR,,2013-10-20,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,232944,FIS
Nautichthys oculofasciatus,"(Girard, 1858)",,sailfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hemitripteridae,,,Nautichthys,oculofasciatus,,,,native,SNR,,1995-02-24,Andy Lamb,PMLS,,,2015-04-15,Karolle Wall,,,,,confirmed,observed,,183019,FIS
Hexagrammos decagrammus,"(Pallas, 1810)",,kelp greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Hexagramminae,,Hexagrammos,decagrammus,,,,native,SNR,,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.4,,2017-07-07,Karolle Wall,,,,,confirmed,observed,,68596,FIS
Hexagrammos stelleri,"Tilesius, 1810",,whitespotted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Hexagramminae,,Hexagrammos,stelleri,,,,native,SNR,,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.2,,2016-07-05,Karolle Wall,,,,,confirmed,observed,,186849,FIS
Ophiodon elongatus,"Girard, 1854",,lingcod,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Ophiodontinae,,Ophiodon,elongatus,,,,native,SNR,,1968-08-02,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,,,,,confirmed,observed,,52539,FIS
Oxylebius pictus,"Gill, 1862",,painted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Oxylebiinae,,Oxylebius,pictus,,,,native,SNR,,1971-08-21,Andy Lamb,PMLS,,,2019-05-05,Emily Adamczyk,,,,,confirmed,observed,,48452,FIS
Liparis dennyi,"Jordan & Starks, 1895",,marbled snailfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Liparidae,,,Liparis,dennyi,,,,native,SNR,,1995-02-23,Charlie Gibbs,PMLS,,,,,,,,,reported,unobserved,,180028,FIS
Liparis pulchellus,"Ayres, 1855",,showy snailfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Liparidae,,,Liparis,pulchellus,,,,native,SNR,,1995-02-23,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,,,,,confirmed,observed,,223899,FIS
Psychrolutes sigalutes,"(Jordan & Starks, 1895)",,soft sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Psychrolutidae,,,Psychrolutes,sigalutes,,,,native,SNR,,,,,,,2011-09-22,Karolle Wall,,,,,new 2016,observed,,229295,FIS
Rhamphocottus richardsonii,"Günther, 1874",,grunt sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Rhamphocottidae,,,Rhamphocottus,richardsonii,,,,native,SNR,,1981-05-31,Andy Lamb,PMLS,,,2010-07-14,Karolle Wall,,,,,confirmed,observed,,51881,FIS
Sebastes auriculatus,"Girard, 1854",,brown rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,auriculatus,,,,native,SNR,,1973-09-20,Andy Lamb,PMLS,,,,,,,,,reported,unobserved,,117541,FIS
