Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Chrysomphalina chrysophylla,(Fr.) Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrophoroideae,Chrysomphalineae,Chrysomphalina,chrysophylla,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,484686,FUN
Ciboria rufofusca,(O. Weberb.) Sacc.,,fir cone fungus,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Sclerotiniaceae,,,Ciboria,rufofusca,,,,,,,confirmed,observed,2007-04-28,Kent Brothers,VMS,,,2022-03-27,Mo Singh,iNat:109843282,,326843,FUN
Clavaria fragilis var. vermicularis,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,Clavariaceae,,,Clavaria,fragilis,,,vermicularis,,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-11-11,Kevin Toomer,iNat:8808267,,53888,FUN
Clavariadelphus truncatus,(Quél.) Donk,,flat-topped club coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Clavariadelphaceae,,,Clavariadelphus,truncatus,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2013-10-26,Ian Guthrie,iNat:4207744,,55160,FUN
Claviceps purpurea,(Fr.) Tul.,,purple ergot,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Clavicipitaceae,,,Claviceps,purpurea,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,360212,FUN
Clavulina coralloides,,,crested coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Clavulina,coralloides,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-28,Sarah Tweedale,iNat:4451994,,63260,FUN
Clavulina rugosa,(Bull.) J. Schröt.,,wrinkled coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Clavulina,rugosa,,,,,,,confirmed,observed,2010-04,Paul Kroeger,UBC,F22069,,2019-01-27,Andrew Simon,iNat:19917599,,81961,FUN
Clavulinopsis cf. laeticolor,(Berk. & M.A. Curtis) R.H. Petersen,,golden fairy club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,laeticolor,,,,,,,reported,unobserved,2011-10-01,Kent Brothers,VMS,,,,,,,55273,FUN
Clavulinopsis corniculata,(Schaeff.) Corner,,meadow coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,corniculata,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179221,FUN
Clavulinopsis fusiformis,(Sowerby) Corner,,spindle-shaped yellow coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,fusiformis,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-12-29,Nancy Tamblyn,iNat:37078837,,55272,FUN
Clavulinopsis laeticolor,,,Handsome Club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,laeticolor,,,,,,,new 2020,observed,,,,,,2020-12-14,Christian Adler,iNat:66628680,,55273,FUN
Clitocybe dealbata,(Sowerby) P. Kumm.,,sweat-producing clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,dealbata,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,737863,FUN
Clitocybe deceptiva,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,deceptiva,,,,,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22060,,,,,,1186990,FUN
Clitocybe dilatata,P. Karst.,,crowded white clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,dilatata,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179747,FUN
Clitocybe fragrans,(With.) P.Kumm.,,anise mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,fragrans,,,,,,,reported,unobserved,2010-04,Paul Kroeger,UBC,,,,,,,118370,FUN
Clitocybe nebularis,(Batsch) P. Kumm.,,clouded clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,nebularis,,,,,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,63255,FUN
Clitocybe sclerotoidea,(Morse) H.E. Bigelow,,parasitic clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Lyophyllaceae,,,Atractosporocybe,sclerotoidea,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2021-12-16,Adrian Levine,iNat:103408623,,118374,FUN
Clitocybe vibecina,(Fr.) Quél.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,vibecina,,,,,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,500300,FUN
Clitopilus prunulus,(Scop.) P. Kumm.,,sweetbread mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Clitopilus,prunulus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,64708,FUN
Coccomyces dentatus,(J.C. Schmidt & Kunze) Sacc.,,Oregon grape leaf fungus,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Rhytismataceae,,,Coccomyces,dentatus,,,,,,,confirmed,observed,2009-05-16,Kent Brothers,VMS,,,2018-10-21,Andrew Simon,iNat:17730056,,464803,FUN
Coccomyces tumidus,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Rhytismataceae,,,Coccomyces,tumidus,,,,,,,new 2018,observed,,,,,,2018-07-28,Kevin Toomer,iNat:14859281,,747608,FUN
Collybiopsis peronata,(Bolton) J.S.,,wood woollyfoot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,Collybiopsis,peronata,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,1275360,FUN
Collybiopsis sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,Collybiopsis,,,,,,,,new 2020,observed,,,,,,2020-11-11,Catiemac,iNat:64717779,,374622,FUN
Coltricia cinnamomea,,,Shiny cinnamon polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Coltriciaceae,,,Coltricia,cinnamomea,,,,,,,new 2021,observed,,,,,,2021-10-17,Caitlin Robinson,iNat:98631747,,118035,FUN
Coltricia perennis,(L.) Murrill,,fairy stool,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Coltriciaceae,,,Coltricia,perennis,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118034,FUN
Coniophora puteana,(Schumach.) P. Karst,,wet rot fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Coniophoraceae,,,Coniophora,puteana,,,,,,,new 2017,observed,,,,,,2017-12-08,Kevin Toomer,iNat:9094382,,154741,FUN
Connopus acervatus,(Fr.) R.H. Petersen,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,Connopus,acervatus,,,,,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2021-10-02,Kevin Toomer,iNat:96951178,,565396,FUN
Conocybe apala,(Fr.) Arnolds,,white conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Bolbitiaceae,,,Conocybe,apala,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,117227,FUN
Conocybe filaris,(Fr.) Kühner,,ringed conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Bolbitiaceae,,,Conocybe,filaris,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179219,FUN
Conocybe tenera,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Bolbitiaceae,,,Conocybe,tenera,,,,,,,new 2023,observed,,,,,,2023-10-05,Catiemac,iNat:186450914,,121765,FUN
Coprinellus disseminatus,(Pers.) J.E. Lange,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinellus,disseminatus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,56314,FUN
Coprinellus ephemerus,(Bull.) Redhead,,dung inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinellus,ephemerus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,410689,FUN
Coprinellus micaceus,"(Bull.) Vilgalys, Hopple & Jacq. Johnson",,glistening inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinellus,micaceus,,,,,,,confirmed,observed,2012-05,Kent Brothers,VMS,,,2018-04-23,Kevin Toomer,iNat:11467970,,56318,FUN
Coprinopsis atramentaria,"(Bull.) Redhead, Vilgalys & Moncalvo",,common ink cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinopsis,atramentaria,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,48521,FUN
Coprinopsis lagopus,"(Fr.) Redhead, Vilgalys & Moncalvo",,harefoot mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinopsis,lagopus,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2018-09-25,Kevin Toomer,iNat:17218096,,55605,FUN
Coprinus comatus,(O.F. Müll.) Pers.,,shaggy mane,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Coprinaceae,,,Coprinus,comatus,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2014-10-13,Jemma Lee,iNat:2701067,,47392,FUN
Cortinarius californicus,A.H. Sm.,,Californian webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,californicus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,67586,FUN
Cortinarius cinnamomeus,(L.) Fr.,,cinnamon webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,cinnamomeus,,,,,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22075,,,,,,155225,FUN
Cortinarius glaucopus grp.,(Schaeff.) Gray,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,glaucopus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,58678,FUN
Cortinarius malicorius,Fr.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,malicorius,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,194720,FUN
Cortinarius rufosanguineus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,rufosanguineus,,,,,,,new 2022,observed,,,,,,2022-12-14,mostlymushroomthings,iNat:144382597,,1188901,FUN
Cortinarius semisanguineus,(Fr.) Gillet,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,semisanguineus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,125353,FUN
Cortinarius smithii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,smithii,,,,,,,new 2013,observed,,,,,,2013-10-26,Ian Guthrie,iNat:4210102,,348842,FUN
Cortinarius vanduzerensis,A.H. Sm. & Trappe,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,vanduzerensis,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,196528,FUN
Craterellus tubaeformis,(Fr.) Quél.,,winter chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Craterellus,tubaeformis,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-12-07,Richard Ward,iNat:36453668,,350511,FUN
Crepidotus applanatus,(Pers.) P. Kumm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Crepidotaceae,,,Crepidotus,applanatus,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-08-19,Caitlin Robinson,iNat:31163513,,350514,FUN
Crepidotus mollis,(Schaeff.) Staude,,jelly crepidotus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Crepidotaceae,,,Crepidotus,mollis,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2020-02-08,ssilverman,iNat:38440522,,118283,FUN
Crinipellis scabella,(Alb. & Schwein.) Murrill,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,,,Crinipellis,scabella,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118282,FUN
Crucibulum laeve,,,common bird's nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Nidulariaceae,,,Crucibulum,laeve,,,,,,,new 2018,observed,,,,,,2018-03-25,Andrew Simon,iNat:14548360,,120030,FUN
Cryptoporus volvatus,(Peck) Shear,,cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cryptoporus,volvatus,,,,,,,confirmed,observed,2010-04-17,Paul Kroeger,UBC,F22064,,2016-03-12,Andrew Simon,iNat:2775963,,118051,FUN
Cudonia circinans,(Pers.) Fr.,,common cudonia,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Cudoniaceae,,,Cudonia,circinans,,,,,,,confirmed,observed,2009-05-16,Kent Brothers,VMS,,,2016-03-24,Tyson Ehlers,iNat:8920371,,183199,FUN
Cudonia monticola,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Cudoniaceae,,,Cudonia,monticola,,,,,,,confirmed,observed,2011-05-14,VMS,UBC,F22507,,2011-05-14,Emma Harrower,iNat:78650046,,217906,FUN
Cudoniella clavus,(Alb. & Schwein.) Dennis,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Tricladiaceae,,,Cudoniella,clavus,,,,,,,reported,unobserved,2008-05-03,Kent Brothers,VMS,,,,,,,498074,FUN
Cuphophyllus pratensis,(Schaeff.) Bon,,meadow waxy cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Cuphophylloideae,,Cuphophyllus,pratensis,,,,,,,reported,unobserved,2016-11,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,361641,FUN
Cyanosporus caesius,(Schrad.) McGinty,,blue cheese polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Postiaceae,,,Cyanosporus,caesius,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2020-10-20,Flora Lake,iNat:68354716,,959237,FUN
Cyathus striatus,(Huds.) Willd.,,big-egg bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Nidulariaceae,,,Cyathus,striatus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,120242,FUN
Cystoderma amianthinum,(Scop.) Fayod,,saffron parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,amianthinum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,337956,FUN
Cystoderma aureum,(Matt.) Kühner & Romagn.,,Alaskan gold,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,aureum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,790781,FUN
Cystoderma carcharias var. fallax,(A.H. Sm. & Singer) I. Saar,,deceptive cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Squamanitaceae,,,Cystoderma,carcharias,,,fallax,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-11-11,Adam Huggins,iNat:18364194,,475632,FUN
Cystodermella cinnabarina,(Alb. & Schwein.) Harmaja,,cinnamon cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,,,Cystodermella,cinnabarina,,,,,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,499719,FUN
Cystodermella granulosa,(Batsch) Harmaja,,pure cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,,,Cystodermella,granulosa,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-31,Christopher Heffley,iNat:17991158,,338133,FUN
Cystolepiota bucknallii,(Berk. & Broome) Singer & Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Verrucosporaceae,,,Cystolepiota,bucknallii,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,788014,FUN
Dacrymyces chrysospermus,Berk. & M.A. Curtis,,witch’s butter,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,,Dacrymyces,chrysospermus,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2017-02-23,Andrew Simon,iNat:5165789,,118028,FUN
Dacrymyces stillatus,Nees,,jelly fungus,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,,Dacrymyces,stillatus,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-01-13,Kevin Toomer,iNat:19622764,,53276,FUN
Daleomyces petersii,(Berk.) Van Vooren,,purple fairy cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Daleomyces,petersii,,,,,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29206,,,,,,1110687,FUN
Dasyscyphella sp.,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Lachnaceae,,,Dasyscyphella,,,,,,,,new 2017,observed,,,,,,2017-05-27,Pam Janszen,iNat:7150086,,374674,FUN
Deconica inquilina,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Deconica,inquilina,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,410968,FUN
Deconica montana,(Pers.) P. Kumm.,,mountain moss psilocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Deconica,montana,,,,,,,confirmed,observed,2010-04-17,Paul Kroeger,UBC,F22062,,2018-03-18,Andrew Simon,iNat:10306416,,498078,FUN
Didymascella thujina,(E.J. Durand) Maire,,cedar leaf blight,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Cenangiaceae,,,Didymascella,thujina,,,,,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,334409,FUN
Dissingia leucomelaena,(Pers.) K. Hansen & X.H. Wang,,white-footed elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Dissingia,leucomelaena,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,1069001,FUN
Elaphomyces granulatus,,,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Eurotiomycetidae,,Eurotiales,,,Elaphomycetaceae,,,Elaphomyces,granulatus,,,,,,,new 2021,observed,,,,,,2021-11-18,Willoughby Arevalo,iNat:101447047,,194497,FUN
Endogone cf. pisiformis,Link,,pea truffle,Fungi,Zygomycota,,,Zygomycetes,,,Endogonales,,,Endogonaceae,,,Endogone,pisiformis,,,,,,,reported,unobserved,2011-05-01,Kent Brothers,VMS,,,,,,,416183,FUN
Entoloma bloxamii,(Berk. & Broome) Sacc.,,midnight blue entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,bloxamii,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,47164,FUN
Entoloma diversum,Largent,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,diversum,,,,,,,reported,unobserved,2008-10-25,Mushroom Show,UBC,F29852,,,,,,1417787,FUN
Entoloma hirtipes,(Schumach.) M.M.Moser,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,hirtipes,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,500086,FUN
Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,holoconiotum,,,,,,,reported,unobserved,2009-05,Kent Brothers,VMS,,,,,,,498111,FUN
Entoloma medianox,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,medianox,,,,,,,new 2021,observed,,,,,,2021-11-18,Willoughby Arevalo,iNat:101446667,,447232,FUN
Entoloma rhodopolium grp.,(Fr.) P. Kumm.,,rosy entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,rhodopolium,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,344658,FUN
Entoloma sericeum,(Bull.) Quél.,,silky pinkgill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,sericeum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,350740,FUN
Entoloma serrulatum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,serrulatum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,418614,FUN
Entoloma subeuchroum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Entoloma,subeuchroum,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,1430805,FUN
