"","occurrenceID","scientificName","catalogNumber","recordedBy","eventDate","country","stateProvince","locality"
"13","6DD83EAD-43F1-4ED4-99AE-BDBC53A3C9D6","Cotoneaster lacteus","369013","Peter F. Zika, Frank Lomer","2007-11-13","Canada","British Columbia","Above Marine Drive, near Horseshoe Bay ferry parking and Orch Hill Road, near north shore of English Bay."
"14","65535AF4-0F52-4645-BCAD-4F46BE6269D4","Cotoneaster dammeri","369139","P. F. Zika, Frank Lomer","2007-11-13","Canada","British Columbia","Near Exit 5 on Route 1, near junction of Westport Road and Northwood Drive, above the north shore of English Bay."
"15","113B9434-BCF3-45F7-87E6-58DACECE771D","Cotoneaster hjelmqvistii","369399","P. F. Zika, Frank Lomer","2007-11-13","Canada","British Columbia","Near Exit 5 on Route 1, near junction of Westport Road and Northwood Drive, above the north shore of English Bay."
"16","067554C8-6784-46D5-ACE0-02BAC19C5097","Cotoneaster divaricatus","369398","P. F. Zika, Frank Lomer","2007-11-13","Canada","British Columbia","Near Exit 5 on Route 1, near junction of Westport Road and Northwood Drive, above the north shore of English Bay."
"17","5128B76F-5E9E-44E8-8CCE-EE4A06198F74","Cotoneaster sternianus","373603","P. F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"18","0A7E81EE-E23D-41C3-AD0E-C66893475445","Cotoneaster dammeri","373604","P. F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"19","B708CAB5-DF7A-4A26-8A16-6347BE0DFE47","Cotoneaster lacteus","373607","P. F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"20","2822CBDD-0989-4749-AA29-F6C9DE4081AE","Cotoneaster salicifolius","373605","P. F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"21","B16F06F1-A335-4198-8319-13A434EDA192","Pyracantha fortuneana","373600","P. F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"22","EC1D3B3A-BF87-487C-8F7C-D4FF9A5F4DA6",NA,"374688","Peter F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"23","94C7AE5A-1EF6-4674-AEB8-D78CDA7F1DC6","Luzula macrantha","374586","P. F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"24","791FF814-0A71-4A2B-BCFF-B94DFE1250DA","Solidago rugosa var. rugosa","396363","Frank Lomer","2007-08-19","Canada","British Columbia","Squamish, Stawamus Indian Reserve 24, Stawamus Road and Highway 99."
"25","D358B817-5FE9-47A8-B260-259310365A0E","Selaginella wallacei","01105226","W. R. Buck","2009-05-11","Canada","British Columbia","Murrin Provincial Park, around Browning Lake."
"26","1F55FC74-4972-4012-BA38-5E0FEC7C0C34","Aira caryophyllea","V000422","John Macoun","1913-06-02","Canada","British Columbia",NA
"27","ED56EE64-4F1D-4707-8321-698454D4EF8B","Podagrostis aequivalvis","V011255","John Eastham","1938-07-09","Canada","British Columbia","Burrard Inlet; Hollyburn: N side of Inlet."
"28","3951AE64-DBD8-4FCE-A98E-2C730E4D5251","Podagrostis aequivalvis","V016357","John Eastham","1943-07-17","Canada","British Columbia","Burrard Inlet; Hollyburn: W side of Inlet; West Lake Ski Camp."
"29","9D4323C9-5B2A-4E1A-BFEF-EDADBA714220","Gaultheria ovatifolia","V104370","Ron Long","1977-08-20","Canada","British Columbia",NA
"30","2C7B1B8B-3CBF-40D6-B62D-3122B832E5F0","Deschampsia danthonioides","V155854","Adolf Ceska, Oldriska Ceska","1976-05-18","Canada","British Columbia","Victoria: St. Margaret's School."
"31","3861097D-CD71-48CD-B9FB-3649C2255643","Saxifraga","V159689","Robert Ogilvie","1953-10-10","Canada","British Columbia",NA
"32","3BBDF732-D198-43B3-9148-D19C128C3AFC","Nephrophyllidium crista-galli","V159884","Robert Ogilvie","1953-10-10","Canada","British Columbia",NA
"33","BEB145C4-409D-43E9-A05C-A6D95B2F81C1","Carex subbracteata","V173639","Adolf Ceska, Oldriska Ceska","1976-07-01","Canada","British Columbia","Victoria; Oak Bay: Uplands Park."
"34","A5D4511A-5A11-4026-BE2F-287D173A95ED","Carex comosa","V177387","Adolf Ceska, Oldriska Ceska; Bob Mitchell","1978-06-24","Canada","British Columbia",NA
"35","8C4F0EA2-3ABB-4AB4-9EA1-C2C283774CDD","Chenopodium album","V197403X","Kendrick Marr","2007-06-27","Canada","British Columbia","Victoria: Ogden Point Cruise Ship Terminal, beside Helijet platform."
"36","510A048B-3F92-45E8-8CC6-033692B49B67","Panicum miliaceum","V197403Y","Kendrick Marr","2007-08-16","Canada","British Columbia","Victoria: Ogden Point Cruise Ship Terminal, beside Helijet platform."
"37","C624A259-F30F-4366-8CBA-13B1D9C5AA48","Oxalis corniculata","V197404","Kendrick Marr","2007-06-27","Canada","British Columbia","Victoria: Ogden Point Cruise Ship Terminal, beside Helijet platform."
"38","9BCF8007-0AB5-4C2B-AB60-EE95D2A65974","Euphorbia peplus","V197405","Kendrick Marr","2007-06-27","Canada","British Columbia","Victoria: Ogden Point Cruise Ship Terminal, beside Helijet platform."
"39","5816A513-45F6-4A3E-BCBD-8AB6D1592331","Poa pratensis ssp. pratensis","V198124","Kendrick Marr","2007-06-27","Canada","British Columbia","Victoria: Ogden Point Cruise Ship Terminal, beside Helijet platform."
"40","4178901A-18DC-4774-9719-6BAB68FA9C29","Rhododendron menziesii","152946","T. C. Wells","1987-09-26","Canada","British Columbia","Alice Lake Provincial Park, on Hwy 99, 11 km N of Squamish, Stump Lake Trail."
"41","F86DE7A6-F746-4BAC-8B6C-34D9F6F6F4AA","Sabulina rubella","V7645","John Davidson","1914-07-30","Canada","British Columbia","Coast area, Garibaldi, Castletowers Ridge [Castle Towers Mountain]."
"42","67A96E1C-D3DD-4562-8EC4-A66C9AFC359D","Botrychium crenulatum","V4017","John Davidson","1917-08-08","Canada","British Columbia",NA
"43","2E4FDCAB-BD74-4B35-A269-211D856A8433","Campanula rotundifolia","V35985","John Davidson","1914-07-30","Canada","British Columbia","Coast area, Castle Towers Ridge [Castle Towers Mountain]."
"44","EF4FE29B-81BC-4D60-AFBF-9886DC5D576E","Achillea millefolium","V8628","John Davidson","1914-08-01","Canada","British Columbia","Garibaldi, Castle Towers Ridge [Castle Towers Mountain]."
"45","8D3CBEE9-AA54-4D25-A01B-1F1D819BB63C","Aira praecox","V43963","Vladimir J. Krajina, V. Bednar","1968-05-09","Canada","British Columbia","Vancouver Island, near Victoria."
"46","02C66696-C3A3-4123-B13A-89C0FADE687A","Carex phaeocephala","V55935","Vernon C. Brink","1954-08","Canada","British Columbia","Castle towers, Garibaldi Park."
"47","01E473EA-898E-4C44-A9A7-01A5EBA6BF3C","Carex phaeocephala","V55894","Vernon C. Brink","1956-08","Canada","British Columbia","Castle towers, Garibaldi Park."
"48","04389519-812C-469A-866D-93A7E83D22A9","Eriophorum angustifolium","V206756","E.B.P.","1961-07-30","Canada","British Columbia","Hollyburn Ridge."
"49","1CFD0E96-7A17-46FD-BDA1-B3CD07C37CF5","Gaultheria humifusa","V97771","E.B. Peterson","1961-07-21","Canada","British Columbia","Hollyburn Ridge."
"50","0F100FF6-042F-4432-B2C0-3D8AF5E1A10D","Elliottia pyroliflora","V165184","Eric Hannan","1978-09-17","Canada","British Columbia","Hollyburn Ridge, west Vancouver."
"51","3D5BBC4F-C2CB-4FFC-B9BA-6F2AEA4F4334","Silene parryi","V7981","John Davidson","1914-08-01","Canada","British Columbia","Coast area, Garibaldi, Castletowers [Castle Towers Mountain]."
"52","02B873E3-F646-42B3-8DCF-0FEA241351F2","Kalmia procumbens","V16103","John Davidson","1913-08-04","Canada","British Columbia","Garibaldi, near Empetrum, Castle Towers [Mountain]."
"53","1FA5AC1C-2C12-417C-9B4D-C2A44CA00EA0","Quercus garryana","V46476","John Davidson, J.A. Wattie","1915-06-02","Canada","British Columbia","Mayne Island, near lighthouse."
"54","D460EF61-F91D-48E5-AFFF-3654B3E33A9F","Empetrum nigrum","V15735","John Davidson","1913-08-03","Canada","British Columbia","Garibaldi, Castle Towers Ridge."
"55","0AA5907F-A89D-46F7-ABE3-39C954F13040","Diphasiastrum alpinum","V35969","John Davidson","1913-08-03","Canada","British Columbia","Coast area, Garibaldi, Castle Towers [Castle Towers Mountain]."
"56","79DF03EE-5E10-4B66-8CFB-F53AF41DCAE8","Senecio fremontii","V56033","Vernon C. Brink","1956-08-07","Canada","British Columbia","Garibaldi Park, Castle Towers."
"57","90D11EC9-43ED-47B0-8860-57EE77F54CC4","Tonestus lyallii","V55425","Vernon C. Brink","1956-08","Canada","British Columbia","Garibaldi Park, Castle Towers Mountain."
"58","0B817C14-977F-4F38-A1A3-D180CEFE582B","Tonestus lyallii","V55447","Vernon C. Brink","1956-08","Canada","British Columbia","Garibaldi Park, castle towers Mt."
"59","B49DC939-F9B1-4166-996D-F932621BACDA","Silene acaulis","V55998","Vernon C. Brink","1956-08-08","Canada","British Columbia","Garibaldi Park, Castle Towers Mountain."
"60","502EBBE2-DED2-4C73-A1B1-930E5B6C0023","Koeleria macrantha","V19762","W.R. Carter","1916-07-04","Canada","British Columbia","Vancouver Island, Victoria, Beacon Hill."
"61","853521B8-3FF7-41B9-B673-902EE881F8D0","Orthilia secunda","V183686","Christopher J. Marchant","1971-07-29","Canada","British Columbia","Half way up Hollyburn Ridge, North Vancouver."
"62","71920CF8-8168-4CEC-8895-822A3338D3E9","Clintonia uniflora","V183687","C.J. Marchant","1971-07-29","Canada","British Columbia","North Vancouver, half-way up Hollyburn Ridge."
"63","5DD241E7-B15D-477A-9FC9-95112620F55C","Silene acaulis","V7889","John Davidson","1912-08-12","Canada","British Columbia","Garibaldi, Castle Towers Ridge [Castle Towers Mountain]."
"64","C8112A58-32B4-4879-9B5C-558C09FE3EE0","Gentiana glauca","V232406","John Davidson","1913-08-03","Canada","British Columbia","Garibaldi, Castle Towers [Mountain], Gentian Ridge."
"65","F5928947-8FDC-473F-9152-0E08A1BE991E","Kalmia microphylla var. microphylla","V45088","John Davidson","1913-08-03","Canada","British Columbia","Garibaldi, Castle Towers Mountain."
"66","2DD4FB27-B3C7-426C-9DBB-EB18D48E7263","Diphasiastrum alpinum","V3993","John Davidson","1913-08-03","Canada","British Columbia","Coast area, Garibaldi, Castle Towers [Castle Towers Mountain]."
"67","8346B99E-4732-4DEA-B641-9D4098F03D06","Festuca brachyphylla","V55993","Vernon C. Brink","1956-08-08","Canada","British Columbia","Castle towers Mt., Garibaldi Park."
"68","9CB689C5-5A12-426B-8E99-F42C03F2D3BC","Phyllodoce intermedia","V62742","John Davidson","1913-08-03","Canada","British Columbia","Coast area, Garibaldi, Castle Towers Ridge [Castle Towers Mountain]."
"69","026CBED2-E910-4C36-9EB2-38BFE9CCAD7F","Phyllodoce empetriformis","V16168","John Davidson","1913-08-03","Canada","British Columbia","Coast area, Garibaldi, Castle Towers [Mountain]."
"70","D3E68668-EF47-41DC-BDE2-EAC71C70D426","Phyllodoce intermedia","V35988","John Davidson","1914-07-30","Canada","British Columbia","Garibaldi, Castle Towers Ridge [Castle Towers Mountain]."
"71","8A7E065A-EB83-447D-BBBB-1F20511CC48D","Huperzia continentalis","V3969","John Davidson","1913-08-04","Canada","British Columbia","Coast area, Garibaldi, Castle Towers."
"72","C4D28685-2F80-4919-A5CF-92771E980036","Saxifraga austromontana","V56031","Vernon C. Brink","1956-08-08","Canada","British Columbia","Garibaldi Park, Castle Towers Mountain."
"73","ABA77ADE-E2D3-42AF-8773-4002E585F4F2","Polemonium viscosum","V47395","A. E. Baggs","1914-07-30","Canada","British Columbia","Castle Towers Ridge."
"74","6AE40EAA-08B9-4362-A058-11351149C031","Polemonium viscosum","V35943","Fred Perry","1913-08-04","Canada","British Columbia","Near castle towers, Garibaldi."
"75","C36D6874-4F90-4FFB-97CF-D442B2E856D8","Polemonium viscosum","V35940","John Davidson","1914-07-30","Canada","British Columbia","Garibaldi, Castle Towers Ridge [Castle Towers Mountain]."
"76","4BF9848B-E05F-445F-8DF8-EBE7A08A2387","Polemonium viscosum","V35993","John Davidson","1913-08-04","Canada","British Columbia","Coast area, Castle Towers Ridge [Castle Towers Mountain]."
"77","E992B7F0-1B12-4DAD-8B06-0BBF4B40EF71","Neottia banksiana","V157729","Ken Carey","1975-07-29","Canada","British Columbia","Greater Vancouver Regional District, Hollyburn Mountain, municipality, near lodge."
"78","FBEE8433-A2B2-4CE4-B3AF-6F6963636139","Carex engelmannii","V55940","Vernon C. Brink","1956-08-08","Canada","British Columbia","Garibaldi National Park, Castle Towers."
"79","DA482E67-2EA7-43D8-8E72-51E01593665A","Rumex salicifolius","V219440","Adolf Ceska, Oldriska Ceska","1980-09-03","Canada","British Columbia","Vancouver Island, Victoria, Elk Lake, from the highway."
"80","B4985EF3-CC35-4D56-8C70-EFF84BF6DB9E","Geranium robertianum","V219764","Helen Kennedy, Fred R. Ganders","2002-05-23","Canada","British Columbia","District Municipality of North Vancouver, Caufields Park."
"81","F860753E-1AE9-45B5-90AD-3319625D5209","Lonicera ciliosa","V219755","Helen Kennedy, Fred R. Ganders","2002-05-23","Canada","British Columbia","District Municipality of North Vancouver, Caufields Park."
"82","F9B8A1D0-4A7C-46C4-856B-271A1D679878","Toxicoscordion venenosum","V219897","Helen Kennedy, Fred R. Ganders","2002-05-23","Canada","British Columbia","District Municipality of North Vancouver, Caulfeild Park."
"83","990787B0-AC63-4698-95EF-9150AB62B455","Sorbus","V219894","Helen Kennedy, Fred R. Ganders","2002-05-23","Canada","British Columbia","Distr. Municipality of North Vancouver, Caufields Park."
"84","13A0FEA5-84B4-4558-BABA-849ADE0E4600","Amelanchier alnifolia","V219892","Helen Kennedy, Fred R. Ganders","2002-05-23","Canada","British Columbia","District Municipality of North Vancouver, Caufields Park."
"85","8CA4EB7F-E1D5-4615-9B9F-E0420CE90674","Erythranthe nasuta","V207910a","Bev Benedict","1990-05-17","Canada","British Columbia","Vancouver Island, near Goldstream Provincial Park, along Finlayson Arm Road."
"86","21A9962F-2423-4CB2-8E5C-C5EC74D6C895","Potentilla glaucophylla","V33247","John Davidson","1914-07-27","Canada","British Columbia",NA
"87","AE168F35-1A81-4884-9B50-96EFB7F6FF55","Clintonia uniflora","V157730","Ken Carey","1975-07-29","Canada","British Columbia","West Vancouver District Municipality, Hollyburn Mtn., near lodge."
"88","34E63838-4018-451A-A821-662043AA071D","Botrychium spathulatum","V225400","John Davidson","1941","Canada","British Columbia",NA
"89","4338BFFC-94C6-4E9B-8CFE-DB564400059F","Streptopus lanceolatus","V97664","E.B. Peterson","1961-07-21","Canada","British Columbia","Hollyburn Mountain."
"90","A4A16551-5C2C-493D-AB8E-55E1D4D67D40","Trillium ovatum","V226432","Vladimir J. Krajina, V. Bednar","1968-05-09","Canada","British Columbia","Vancouver Island, near Victoria."
"91","EFC9BBF4-FA38-482D-9464-5E292643427B","Conioselinum pacificum","V214278","Adolf Ceska, R.T. Ogilvie","1981-05-22","Canada","British Columbia","Vancouver Island, Chatham Islands off Victoria, Griffin Islet, 92B 6."
"92","9A46B336-4E02-4523-8FF7-1E3F59FA1A52","Fragaria ananassa ssp. cuneifolia","V101262","D. Brix, M. Benson","1963-04-25","Canada","British Columbia","Vancouver Island, Glen Lake near Victoria."
"93","A1E9EF91-AB34-4FB0-BB47-5C4967BC4017","Lupinus rivularis","V233849","Frank Lomer","1998-05-29","Canada","British Columbia",NA
"94","48553FB2-119F-40C2-B627-7C8D414A09B0","Sparganium fluctuans","V29317","John W. Eastham","1938-08-16","Canada","British Columbia",NA
"95","984808DA-7D72-45E3-9926-084D49B475E5","Potentilla glaucophylla","V80732","John Davidson","1914-07-29","Canada","British Columbia",NA
"96","27917BDC-B5B6-48F3-8A97-DE2645D8420E","Erythranthe nasuta","V207910b","Bev Benedict","1990-05-17","Canada","British Columbia","Vancouver Island, near Goldstream Provincial Park, along Finlayson Arm Road."
"97","AD10259C-F57B-4CE2-AB45-4B446BDA286F","Potentilla glaucophylla","V47350","A. E. Baggs","1913-08-03","Canada","British Columbia",NA
"98","13E1190D-3932-4DBE-A681-0BF27AFA5E78","Fragaria vesca ssp. californica","V58233","J.K. Henry","1912-05-19","Canada","British Columbia","Victoria."
"99","47108522-C64C-424D-82FD-E7D57AE9796F","Salix nivalis","V238933","A. E. Baggs","1913-08-03","Canada","British Columbia","Castle Towers Ridge, rocky slopes west."
"100","302A30F1-968C-4865-A52D-2276195843F1","Polemonium viscosum","V47398","A. E. Baggs","1913-08-03","Canada","British Columbia","Castle Towers Ridge."
"101","520C0A82-626C-4B51-962A-86811C3E7A0F","Draba stenoloba","44280","Hardy, G.A.","1926-07-31","Canada","British Columbia","Garibaldi, Black Tusk Slope."
"102","C6EA668D-2148-43CB-889E-E2A5F14A59CE","Luzula comosa var. laxa","379808","P.F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"103","48830A67-CDB5-4280-B33B-F56AF0ABD7C0","Luzula subsessilis","39047","Peter F. Zika","2008-06-23","Canada","British Columbia","Above Eagleridge Drive, near Exit 2 on Route 1."
"104","666F159B-8CB0-4DA8-AF93-A3AC0255858A","Juncus conglomeratus","41809","P. F. Zika, Frank Lomer","2007-11-13","Canada","British Columbia","Near Exit 5 on route 1, near junction of Westport Road and Northwood Drive, above the N shore of English Bay"
"105","3999133E-DC87-484F-8438-CB96B33EDB8A","Mahonia nervosa",NA,"P. Warrinton","1967-06-24","Canada","British Columbia","The Barrier, Garibaldi Park, N.W. main trail to Ranger's cabin."
"106","CA3ED0D6-C3E2-4E11-B73C-C47A905C884C","Ribes lacustre",NA,"Pat Warrington","1967-06-24","Canada","British Columbia","The Barrier, Garibaldi Park N.W.; on main trail to ranger's cabin."
"107","B12A442E-5ADC-4CB7-AFC8-09D1FEFF59FD","Clintonia uniflora",NA,"P. Warrington","1967-06-24","Canada","British Columbia","The Barrier, Garibaldi Park, N.W. main trail to Ranger's cabin, at trail edge in forest."
"108","4523FF6E-0493-4B86-A780-5BC6D0206D5C","Veratrum viride",NA,"P. Warrington","1969-06-24","Canada","British Columbia","The Barrier, Garibaldi Park, N.W., trail to Ranger's cabin."
"109","8CCE3662-F7D6-4A79-A494-1E3CD5E19F26","Aruncus dioicus var. vulgaris",NA,"Pat Warrington","1967-06-04","Canada","British Columbia","Squamish River; n.w. of Cheakamus River bridge into reserve."
"110","DEBE3F77-669C-410E-BBE5-5CC4875DBE05","Saxifraga bronchialis",NA,"Pat Warrington","1967-06-24","Canada","British Columbia","The Barrier; Garibaldi Park N.W."
"111","ED6648D4-783E-4EF1-BF00-00A6CFC67005","Tiarella trifoliata",NA,"Pat Warrington","1967-06-10","Canada","British Columbia","Squamish River; northwest of Cheakamus River bridge into reserve."
"112","E0030910-09E4-472E-81A5-8317DF05D63F","Linaria vulgaris",NA,"Pat Warrington","1967-07-16","Canada","British Columbia","Diamond Head Base Camp; roadside preceeding parking lot."
"113","4234D6BB-A458-4A5F-BB2C-142A810DADA4","Arctium minus",NA,"P. Warrington","1967-06-16","Canada","British Columbia","Namquam R. Bank, on Diamond Head rd. in trom 99."
"114","AE9B864A-6E2D-4EA8-864B-CC4490EE56D9","Barbarea vulgaris",NA,"P. Warrington","1967-06-10","Canada","British Columbia","Squamish R. n.w. to Indian Reserve from Cheakamus R. Bridge."
"115","3E6FECFD-0D07-4C93-9204-73070CC07F4F","Draba praealta",NA,"Pat Warrington","1967-06-24","Canada","British Columbia","The Barrier, Garibaldi Park, N.W."
"116","F1AD1174-E27A-4E4D-9BC3-6CCDBF0A923D","Pyrola asarifolia",NA,"P. Warrington","1967-06-24","Canada","British Columbia","The Barrier, Garibaldi Park."
"117","29DD9F79-B201-43A3-95D6-043B86A88DA0","Rubus parviflorus",NA,"Pat Warrington","1967-06-04","Canada","British Columbia","Squamish River; n.w. of Cheakamus River bridge into reserve;."
"118","F225F2A4-459E-42EF-B733-2F8248CFB6B4","Galium triflorum",NA,"P. Warrington","1967-06-10","Canada","British Columbia","Squamish R., n.w. from Cheakamus R. Bridge to Indian Reserve."
"119","6CD632EF-836D-489D-A2B1-A93B6012489A","Penstemon",NA,"Pat Warrington","1967-06-24","Canada","British Columbia","The barrier, Garibaldi Park N.W.; first trail bridge."
"120","2C494352-93D2-40B9-B239-6C1AC42FFB11","Geranium molle",NA,"A.S. Harrison","1966-07-18","Canada","British Columbia","S. of Anderson Hill, McNeill Bay, Vancouver Island."
"121","8FB60741-DBDD-4FDD-AA7C-AE14AD558BBF","Chamaenerion angustifolium",NA,"P. Warrington","1967-06-10","Canada","British Columbia","Squamish R., n.&w. into Indian Reserve from Cheakamus R. Bridge."
"122","CEF9A655-1E01-4AFE-8B3D-1456CCB39C1F",NA,NA,"P. Warrington","1967-06-24","Canada","British Columbia","The Barrier, Garibaldi Park, N.W. on Barrier rock face."
"123","59D6C602-3753-466B-86D0-84FA42030A96","Cerastium nutans",NA,"P. Warrington","1967-06-04","Canada","British Columbia","Squamish R. n.w. from Cheakamus R. Bridge to Indian Reserve."
"124","5541BD3A-8A34-465D-8C7F-C220A2CB3897","Spiraea douglasii",NA,"Pat Warrington","1967-06-25","Canada","British Columbia","West Vancouver Lighthouse Park, Howe Sound viewpoint."
"125","B1FF8780-2D41-405B-A32F-E89170C5254E","Ranunculus acris",NA,"P. Warrington","1967-06-10","Canada","British Columbia","Squamish R., n.w. from Cheakamus R. Bridge to Indian Reserve."
"126","220EC756-2A0C-4BFD-8058-536218ECAF11","Mycelis muralis",NA,"Pat Warrington","1967-10-06","Canada","British Columbia","Squamish River."
"127","18933D9C-C1FF-42B1-B8BF-E01B67A7322D","Hypericum maculatum ssp. obtusiusculum","V244349","Ines Moran","2012-07-19","Canada","British Columbia","Vancouver, 100 m north of 49th and Arbutus Street, along Canadian railway."
"128","74F2314F-19F7-481A-A3D3-19804F8D8DA3","Achillea millefolium","V244350","Ines Moran","2012-07-19","Canada","British Columbia","Vancouver, 1000 m north of 41st and Arbutus street, along Canadian railway."
"129","15E8F825-ED8C-4D62-A274-2D41566D837C","Pinus albicaulis","V37155","R.B. Dickens","1952-09-01","Canada","British Columbia",NA
"130","FF53967E-19C8-4D88-A940-35ED8F842DAF","Pinus albicaulis","V161012","B. Fraser","1965-07-29","Canada","British Columbia",NA
"131","2321E76C-716B-4A42-B4BC-CC8653047BE6","Hydrocotyle sibthorpioides","V246605","Frank Lomer","2015-05-30","Canada","British Columbia","Metro Vancouver, District of West Vancouver, 4379 Marine Drive."
"132","B66F7D92-2156-4B2F-9BCE-BFF43BE30E77","Athyrium filix-femina ssp. cyclosorum","417961","C. J. Rothfels, A. Curran, R. Harrison, K. Murray, A. Mills","2013-09-08","Canada","British Columbia","Shore of Garibaldi Lake, by the campground.  Halfway between Squamish and Whistler."
