"","id","mean_turnover","mean_nestedness","mean_beta","richness"
"69","284",0.653062769893732,0.141000661061424,0.794063430955157,40
"70","285",0.67525627333247,0.115653407109639,0.790909680442109,67
"71","286",0.547553137636947,0.211221129719448,0.758774267356396,122
"72","287",0.53749678973789,0.265237035730415,0.802733825468305,166
"73","288",0.710172212525661,0.139456550037357,0.849628762563018,30
"74","300",0.720848484848485,0.181195460697269,0.902043945545754,15
"75","301",0.489891399328362,0.229416078500569,0.719307477828931,106
"76","302",0.624241218589697,0.137373414854029,0.761614633443726,66
"77","303",0.764749634225187,0.0931905359089777,0.857940170134164,39
"78","304",0.777940626147159,0.0818107536198423,0.859751379767001,45
"79","305",0.591211547538929,0.219235991031325,0.810447538570253,136
"80","306",0.738425480968584,0.126359613460624,0.864785094429209,32
"81","319",0.602710684813177,0.15579907856286,0.758509763376037,53
"82","320",0.719388154587677,0.101492075925722,0.820880230513399,59
"83","321",0.766052338971047,0.089981847321585,0.856034186292632,47
"84","322",0.741267256697202,0.0937042054377862,0.834971462134988,63
"85","323",0.498693798480043,0.262052921109653,0.760746719589695,144
"86","324",0.706671831999418,0.142068572379742,0.84874040437916,33
"87","337",0.72587817306135,0.115972618826734,0.841850791888084,46
"88","338",0.73834138078811,0.101990841139682,0.840332221927793,59
"89","339",0.625660490292794,0.137018481375918,0.762678971668712,83
"90","340",0.612842549550856,0.142980613443916,0.755823162994772,68
"91","341",0.405760208023192,0.343458273777025,0.749218481800217,174
"92","342",0.953333333333333,0.0407917896243339,0.994125122957667,3
"93","356",0.836516203703704,0.124650153606826,0.961166357310529,9
"94","357",0.73467421742622,0.111704823568177,0.846379040994397,46
"95","358",0.531176989246752,0.255345993764707,0.786522983011459,162
"96","359",0.545311184000754,0.2530374243542,0.798348608354954,169
"97","360",0.742688705969956,0.139481771816374,0.88217047778633,24
"98","375",1,0,1,1
"99","376",0.550180823736678,0.230212518349202,0.78039334208588,129
"100","377",0.716967983176774,0.147242310341275,0.864210293518049,27
"101","378",0.582417582417582,0.390988649237872,0.973406231655454,2
