name,node_class,taxon_status,taxon_year,color,size,label
Aldisa sanguinea,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Aldisa tara,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Ammodytes personatus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Amphilectus digitatus,taxon,reported,NA,gray60,1,NA
Amphisbetia greenei,taxon,reported,NA,gray60,1,NA
Amphissa columbiana,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Amphissa versicolor,taxon,reported,NA,gray60,1,NA
Ampithoe lacertosa,taxon,reported,NA,gray60,1,NA
Anoplarchus purpurescens,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Antho (Plocamia) karykina,taxon,reported,NA,gray60,1,NA
Anthopleura elegantissima,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Antiopella fusca,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Apata pricei,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Aplidium californicum,taxon,reported,NA,gray60,1,NA
Aplidium kottae,taxon,reported,NA,gray60,1,NA
Aplysilla polyraphis,taxon,reported,NA,gray60,1,NA
Aplysilla sp.,taxon,reported,NA,gray60,1,NA
Apomatus geniculatus,taxon,reported,NA,gray60,1,NA
Argulus pugettensis,taxon,reported,NA,gray60,1,NA
Artedius fenestralis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Artedius harringtoni,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Ascidia columbiana,taxon,reported,NA,gray60,1,NA
Ascidia paratropa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Asemichthys taylori,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Atalodoris jannae,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Balanophyllia (Balanophyllia) elegans,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Balanus crenatus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Balanus glandula,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Balticina willemoesi,taxon,reported,NA,gray60,1,NA
Bankia setacea,taxon,reported,NA,gray60,1,NA
Barentsia sp.,taxon,reported,NA,gray60,1,NA
Bathypera feminalba,taxon,reported,NA,gray60,1,NA
Beringraja rhina,taxon,reported,NA,gray60,1,NA
Bispira pacifica,taxon,reported,NA,gray60,1,NA
Boltenia villosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Bopyroides hippolytes,taxon,reported,NA,gray60,1,NA
Boreoberthella chacei,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Botrylloides violaceus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Bougainvillia sp.,taxon,reported,NA,gray60,1,NA
Bowerbankia sp.,taxon,reported,NA,gray60,1,NA
Brachyistius frenatus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Brosmophycis marginata,taxon,reported,NA,gray60,1,NA
Bugulina californica,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Cadlina luteomarginata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Cadlina modesta,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Cancer productus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Caprella alaskana,taxon,reported,NA,gray60,1,NA
Caryophyllia (Caryophyllia) alaskensis,taxon,reported,NA,gray60,1,NA
Caulibugula californica,taxon,reported,NA,gray60,1,NA
Chaetopterus variopedatus complex,taxon,reported,NA,gray60,1,NA
Chelyosoma productum,taxon,reported,NA,gray60,1,NA
Chirolophis decoratus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Chirolophis nugator,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Chitonotus pugetensis,taxon,reported,NA,gray60,1,NA
Chone aurantiaca,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Chthamalus dalli,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Ciliatocardium ciliatum,taxon,reported,NA,gray60,1,NA
Ciona savignyi,taxon,reported,NA,gray60,1,NA
Citharichthys stigmaeus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Clathria (Microciona) pennata,taxon,reported,NA,gray60,1,NA
Clathrina sp.,taxon,reported,NA,gray60,1,NA
Cliona californiana,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Clupea pallasii,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Cnemidocarpa finmarkiensis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Corella inflata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Coryphella longicaudata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Coryphella trophina,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Craniella villosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Crassadoma gigantea,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Crepidula cf nummaria,taxon,reported,NA,gray60,1,NA
Cribrinopsis fernaldi,taxon,reported,NA,gray60,1,NA
Cribrinopsis rubens,taxon,reported,NA,gray60,1,NA
Crisia sp.,taxon,reported,NA,gray60,1,NA
Cryptobranchia concentrica,taxon,reported,NA,gray60,1,NA
Cryptochiton stelleri,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Cryptolithodes sitchensis,taxon,reported,NA,gray60,1,NA
Cryptolithodes typicus,taxon,reported,NA,gray60,1,NA
Cryptonatica aleutica,taxon,reported,NA,gray60,1,NA
Cucumaria miniata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Cucumaria pallida,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Cucumaria piperata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Cyanea ferruginea,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Dendrobeania lichenoides,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Dendrobeania murrayana,taxon,reported,NA,gray60,1,NA
Dendronotus albus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Dendronotus iris,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Dendronotus rufus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Dermasterias imbricata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Diaperoforma californica,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Diaphorodoris lirulatocauda,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Diaulula odonoghuei,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Didemnum carnulentum,taxon,reported,NA,gray60,1,NA
Didemnum vexillum,taxon,reported,NA,gray60,1,NA
Diodora aspera,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Diopatra ornata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Dirona albolineata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Dirona pellucida,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Distaplia occidentalis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Dodecaceria pacifica,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Doris montereyensis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Doris odhneri,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Ectopleura crocea,taxon,reported,NA,gray60,1,NA
Ectopleura marina,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Elassochirus gilli,taxon,reported,NA,gray60,1,NA
Elassochirus tenuimanus,taxon,reported,NA,gray60,1,NA
Emplectonema viride,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Enophrys bison,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Entodesma navicula,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Epiactis prolifera,taxon,reported,NA,gray60,1,NA
Epitonium indianorum,taxon,reported,NA,gray60,1,NA
Epizoanthus scotinus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Eualus butleri,taxon,reported,NA,gray60,1,NA
Eubranchus rupium,taxon,reported,NA,gray60,1,NA
Eudistoma molle,taxon,reported,NA,gray60,1,NA
Eudistoma purpuropunctatum,taxon,reported,NA,gray60,1,NA
Eudistylia vancouveri,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Eumetopias jubatus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Euphausia sp.,taxon,reported,NA,gray60,1,NA
Evasterias troschelii,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Gadus chalcogrammus,taxon,reported,NA,gray60,1,NA
Gari californica,taxon,reported,NA,gray60,1,NA
Garveia annulata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Geitodoris heathi,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Gobiesox maeandricus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Golfingia vulgaris,taxon,reported,NA,gray60,1,NA
Gorgonocephalus eucnemis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Grammaria sp.,taxon,reported,NA,gray60,1,NA
Halcampa decemtentaculata,taxon,reported,NA,gray60,1,NA
Halecium beanii,taxon,reported,NA,gray60,1,NA
Halecium densum,taxon,reported,NA,gray60,1,NA
Halichondria (Eumastia) sitiens,taxon,reported,NA,gray60,1,NA
Halichondria (Halichondria) bowerbanki,taxon,reported,NA,gray60,1,NA
Halichondria (Halichondria) panicea,taxon,reported,NA,gray60,1,NA
Haliclona (Haliclona) sp.1,taxon,reported,NA,gray60,1,NA
Haliclona (Haliclona) sp.2,taxon,reported,NA,gray60,1,NA
Haliotis kamtschatkana,taxon,reported,NA,gray60,1,NA
Halosydna brevisetosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Hamigera sp.,taxon,reported,NA,gray60,1,NA
Hapalogaster mertensii,taxon,confirmed,NA,#009E73,1,NA
Harmothoe fragilis,taxon,reported,NA,gray60,1,NA
Hemilepidotus hemilepidotus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Henricia aspera aspera,taxon,reported,NA,gray60,1,NA
Henricia leviuscula complex,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Henricia sanguinolenta,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Heptacarpus stylus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Heptacarpus tridens,taxon,reported,NA,gray60,1,NA
Hermissenda crassicornis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Heteropora alaskensis,taxon,reported,NA,gray60,1,NA
Heteropora pacifica,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Hippasteria phrygiana,taxon,reported,NA,gray60,1,NA
Homaxinella amphispicula,taxon,reported,NA,gray60,1,NA
Hydractinia sp.,taxon,reported,NA,gray60,1,NA
Hydrallmania franciscana,taxon,reported,NA,gray60,1,NA
Hydrolagus colliei,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Icelinus tenuis,taxon,reported,NA,gray60,1,NA
Iophon lamella,taxon,reported,NA,gray60,1,NA
Jordania zonope,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Kaburakia excelsa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Katharina tunicata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Kellia suborbicularis,taxon,reported,NA,gray60,1,NA
Lacuna variegata,taxon,reported,NA,gray60,1,NA
Lafoea dumosa,taxon,reported,NA,gray60,1,NA
Lebbeus eludus,taxon,reported,NA,gray60,1,NA
Lebbeus mundus,taxon,reported,NA,gray60,1,NA
Lepeophtheirus sp.,taxon,reported,NA,gray60,1,NA
Lepeta concentrica,taxon,reported,NA,gray60,1,NA
Lepidopsetta bilineata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Leptasterias hexactis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Leptosynapta transgressor,taxon,reported,NA,gray60,1,NA
Leucandra heathi,taxon,reported,NA,gray60,1,NA
Leucilla nuttingi,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Leucosolenia eleanor,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Leucosolenia nautilia,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Leukoma staminea,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Limacia cockerelli,taxon,reported,NA,gray60,1,NA
Limacina helicina,taxon,reported,NA,gray60,1,NA
Liparis pulchellus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Lirabuccinum dirum,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Lophopanopeus bellus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Lottia scutum,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Macoma nasuta,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Margarites pupillus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Marsenina rhombica,taxon,reported,NA,gray60,1,NA
Mediaster aequalis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Melibe leonina,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Melicertum octocostatum,taxon,reported,NA,gray60,1,NA
Membranipora villosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Mesocentrotus franciscanus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Metandrocarpa taylori,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Metridium farcimen,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Metridium senile,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Micrura verrilli,taxon,reported,NA,gray60,1,NA
Modiolus modiolus,taxon,reported,NA,gray60,1,NA
Molgula pacifica,taxon,reported,NA,gray60,1,NA
Mopalia muscosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Mopalia phorminx,taxon,reported,NA,gray60,1,NA
Mopalia sinuata,taxon,reported,NA,gray60,1,NA
Mopalia spectabilis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Muggiaea sp.,taxon,reported,NA,gray60,1,NA
Mya truncata,taxon,reported,NA,gray60,1,NA
Mytilimeria nuttalli,taxon,reported,NA,gray60,1,NA
Myxicola sp.A,taxon,reported,NA,gray60,1,NA
Myxilla (Myxilla) lacunosa,taxon,reported,NA,gray60,1,NA
Nassarius mendicus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Nautichthys oculofasciatus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Neoturris breviconis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Nereis sp.,taxon,reported,NA,gray60,1,NA
Nereis vexillosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Nucella canaliculata,taxon,reported,NA,gray60,1,NA
Nucella ostrina,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Obelia sp.,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Odontopyxis trispinosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Oedignathus inermis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Onchidoris bilamellata,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Oncorhynchus keta,taxon,reported,NA,gray60,1,NA
Ophiodon elongatus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Ophiopholis kennerlyi,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Oregonia gracilis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Orthasterias koehleri,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Orthopyxis sp.,taxon,reported,NA,gray60,1,NA
Oxydromus pugettensis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Oxylebius pictus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pachycerianthus fimbriatus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pachychalina sp.,taxon,reported,NA,gray60,1,NA
Paciocinebrina interfossa,taxon,reported,NA,gray60,1,NA
Paciocinebrina lurida,taxon,reported,NA,gray60,1,NA
Pagurus armatus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pagurus caurinus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pagurus hirsutiusculus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pagurus kennerlyi,taxon,reported,NA,gray60,1,NA
Pagurus ochotensis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pagurus quaylei,taxon,reported,NA,gray60,1,NA
Pagurus samuelis,taxon,reported,NA,gray60,1,NA
Pagurus stevensae,taxon,reported,NA,gray60,1,NA
Pandalus danae,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Panopea generosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Paracyathus stearnsii,taxon,reported,NA,gray60,1,NA
Parasabella media,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Peachia quinquecapitata,taxon,reported,NA,gray60,1,NA
Peltodoris lentiginosa,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Peltodoris nobilis,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pentamera sp.,taxon,reported,NA,gray60,1,NA
Perophora annectens,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Petaloconchus compactus,taxon,reported,NA,gray60,1,NA
Petrolisthes eriomerus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Phacellophora camtschatica,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Phanerodon vacca,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Phidolopora pacifica,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Phoca vitulina richardii,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pholis clemensi,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Phoronis ijimai,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Phyllaplysia taylori,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Phyllochaetopterus prolifica,taxon,reported,NA,gray60,1,NA
Phyllochaetopterus sp.,taxon,reported,NA,gray60,1,NA
Phyllolithodes papillosus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pileolaria sp.,taxon,reported,NA,gray60,1,NA
Pisaster brevispinus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pisaster ochraceus,taxon,confirmed,NA,#009E73,1.0022099447513813,NA
Pista elongata,taxon,reported,NA,gray60,1,NA
Placiphorella rufa,taxon,reported,NA,gray60,1,NA
Placiphorella velata,taxon,reported,NA,gray60,1,NA
Pleraplysilla sp.,taxon,reported,NA,gray60,1,NA
