"","observed_on","user_login","url","scientific_name","common_name","taxon_kingdom_name","taxon_phylum_name","taxon_subphylum_name","taxon_superclass_name","taxon_class_name","taxon_subclass_name","taxon_superorder_name","taxon_order_name","taxon_suborder_name","taxon_superfamily_name","taxon_family_name","taxon_subfamily_name","taxon_supertribe_name","taxon_tribe_name","taxon_subtribe_name","taxon_genus_name","taxon_genushybrid_name","taxon_species_name","taxon_hybrid_name","taxon_subspecies_name","taxon_variety_name","taxon_form_name"
"23",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564045","Buddleja davidii","Butterfly bush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Scrophulariaceae","",NA,"Buddlejeae","","Buddleja",NA,"Buddleja davidii","","","",""
"24",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564068","Centaurium erythraea","Common centaury","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Gentianales","",NA,"Gentianaceae","",NA,"Chironieae","Chironiinae","Centaurium",NA,"Centaurium erythraea","","","",""
"25",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564074","Crataegus monogyna","common hawthorn","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae",NA,"Maleae","","Crataegus",NA,"Crataegus monogyna","","","",""
"26",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564076","Crepis capillaris","Smooth hawksbeard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Cichorioideae",NA,"Cichorieae","Crepidinae","Crepis",NA,"Crepis capillaris","","","",""
"27",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564085","Matricaria discoidea","pineapple-weed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae",NA,"Anthemideae","Matricariinae","Matricaria",NA,"Matricaria discoidea","","","",""
"28",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564090","Pinus contorta contorta","Shore Pine","Plantae","Tracheophyta","",NA,"Pinopsida","",NA,"Pinales","",NA,"Pinaceae","",NA,"","","Pinus",NA,"Pinus contorta","","","Pinus contorta contorta",""
"29",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564099","Veronica scutellata","Marsh Speedwell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Plantaginaceae","",NA,"Veroniceae","","Veronica",NA,"Veronica scutellata","","","",""
"30",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564108","Juncus bolanderi","bolander's rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Juncaceae","",NA,"","","Juncus",NA,"Juncus bolanderi","","","",""
"31",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564129","Anaphalis margaritacea","pearly everlasting","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae",NA,"Gnaphalieae","","Anaphalis",NA,"Anaphalis margaritacea","","","",""
"32",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564134","Crepis capillaris","Smooth hawksbeard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Cichorioideae",NA,"Cichorieae","Crepidinae","Crepis",NA,"Crepis capillaris","","","",""
"33",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564143","Pseudognaphalium","rabbit-tobaccos","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae",NA,"Gnaphalieae","","Pseudognaphalium",NA,"","","","",""
"34",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564155","Navarretia squarrosa","Skunkweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Polemoniaceae","",NA,"","","Navarretia",NA,"Navarretia squarrosa","","","",""
"35",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564158","Bellardia viscosa","Yellow Glandweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Orobanchaceae","",NA,"Rhinantheae","","Bellardia",NA,"Bellardia viscosa","","","",""
"36",2015-06-24,"laurus_nobilis","http://www.inaturalist.org/observations/2564163","Prunella vulgaris","common selfheal","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Nepetoideae",NA,"Mentheae","Prunellinae","Prunella",NA,"Prunella vulgaris","","","",""
"37",2015-02-15,"chlorophilia","http://www.inaturalist.org/observations/2564997","Populus tremuloides","trembling aspen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malpighiales","",NA,"Salicaceae","",NA,"","","Populus",NA,"Populus tremuloides","","","",""
"38",2015-02-12,"laurus_nobilis","http://www.inaturalist.org/observations/2565085","Salix scouleriana","Scouler's willow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malpighiales","",NA,"Salicaceae","",NA,"","","Salix",NA,"Salix scouleriana","","","",""
"39",2015-02-12,"laurus_nobilis","http://www.inaturalist.org/observations/2565110","Berberis nervosa","Cascade Oregon-grape","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Berberidaceae","Berberidoideae",NA,"Berberideae","Berberidinae","Berberis",NA,"Berberis nervosa","","","",""
"40",2015-02-12,"laurus_nobilis","http://www.inaturalist.org/observations/2565195","Pseudotsuga menziesii menziesii","Coast Douglas-fir","Plantae","Tracheophyta","",NA,"Pinopsida","",NA,"Pinales","",NA,"Pinaceae","",NA,"","","Pseudotsuga",NA,"Pseudotsuga menziesii","","","Pseudotsuga menziesii menziesii",""
"41",2015-02-15,"chlorophilia","http://www.inaturalist.org/observations/2565198","Paxistima myrsinites","Oregon boxwood","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Celastrales","",NA,"Celastraceae","",NA,"","","Paxistima",NA,"Paxistima myrsinites","","","",""
"42",2015-02-15,"chlorophilia","http://www.inaturalist.org/observations/2565282","Platanthera","","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Orchidaceae","Orchidoideae",NA,"Orchideae","Orchidinae","Platanthera",NA,"","","","",""
"43",2015-02-12,"laurus_nobilis","http://www.inaturalist.org/observations/2565483","Viburnum tinus","Laurustinus viburnum","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Dipsacales","",NA,"Viburnaceae","",NA,"","","Viburnum",NA,"Viburnum tinus","","","",""
"44",2015-02-15,"chlorophilia","http://www.inaturalist.org/observations/2565538","Rubus leucodermis","whitebark raspberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae",NA,"Rubeae","","Rubus",NA,"Rubus leucodermis","","","",""
"45",2015-02-12,"laurus_nobilis","http://www.inaturalist.org/observations/2565572","Juncus effusus","Soft Rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Juncaceae","",NA,"","","Juncus",NA,"Juncus effusus","","","",""
"46",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566214","Narcissus pseudonarcissus","wild daffodil","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Amaryllidaceae","Amaryllidoideae",NA,"Narcisseae","","Narcissus",NA,"Narcissus pseudonarcissus","","","",""
"47",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566218","Sanicula crassicaulis","Pacific Sanicle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Saniculoideae",NA,"Saniculeae","","Sanicula",NA,"Sanicula crassicaulis","","","",""
"48",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566238","Berberis aquifolium","Oregon grape","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Berberidaceae","Berberidoideae",NA,"Berberideae","Berberidinae","Berberis",NA,"Berberis aquifolium","","","",""
"49",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566272","Oenanthe sarmentosa","Pacific water parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae",NA,"Oenantheae","","Oenanthe",NA,"Oenanthe sarmentosa","","","",""
"50",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566288","Ilex aquifolium","European holly","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Aquifoliales","",NA,"Aquifoliaceae","",NA,"","","Ilex",NA,"Ilex aquifolium","","","",""
"51",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566297","Typha latifolia","broadleaf cattail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Typhaceae","",NA,"","","Typha",NA,"Typha latifolia","","","",""
"52",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566299","Cirsium","thistles","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Carduoideae",NA,"Cardueae","Carduinae","Cirsium",NA,"","","","",""
"53",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566303","Taxus brevifolia","Pacific yew","Plantae","Tracheophyta","",NA,"Pinopsida","",NA,"Pinales","",NA,"Taxaceae","",NA,"","","Taxus",NA,"Taxus brevifolia","","","",""
"54",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566305","Equisetum telmateia braunii","Giant Horsetail","Plantae","Tracheophyta","",NA,"Polypodiopsida","Equisetidae",NA,"Equisetales","",NA,"Equisetaceae","",NA,"","","Equisetum",NA,"Equisetum telmateia","","Equisetum telmateia braunii","",""
"55",2015-02-22,"chlorophilia","http://www.inaturalist.org/observations/2566314","Rubus spectabilis","salmonberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae",NA,"Rubeae","","Rubus",NA,"Rubus spectabilis","","","",""
"56",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566329","Cardamine hirsuta","hairy bittercress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","",NA,"Cardamineae","","Cardamine",NA,"Cardamine hirsuta","","","",""
"57",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566333","Lomatium utriculatum","Foothill desert-parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae",NA,"Selineae","","Lomatium",NA,"Lomatium utriculatum","","","",""
"58",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566424","Selaginella wallacei","Wallace's spikemoss","Plantae","Tracheophyta","",NA,"Lycopodiopsida","",NA,"Selaginellales","",NA,"Selaginellaceae","",NA,"","","Selaginella",NA,"Selaginella wallacei","","","",""
"59",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566455","Nemophila","baby blue eyes","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Boraginales","",NA,"Boraginaceae","Hydrophylloideae",NA,"","","Nemophila",NA,"","","","",""
"60",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566457","Argentina pacifica","Pacific silverweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae",NA,"Potentilleae","Potentillinae","Argentina",NA,"Argentina pacifica","","","",""
"61",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566459","Rumex salicifolius","willow dock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Polygonaceae","Polygonoideae",NA,"Rumiceae","","Rumex",NA,"Rumex salicifolius","","","",""
"62",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566461","Vinca major","greater periwinkle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Gentianales","",NA,"Apocynaceae","Rauvolfioideae",NA,"Vinceae","Vincinae","Vinca",NA,"Vinca major","","","",""
"63",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566507","Cardamine hirsuta","hairy bittercress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","",NA,"Cardamineae","","Cardamine",NA,"Cardamine hirsuta","","","",""
"64",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566551","Cardamine hirsuta","hairy bittercress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","",NA,"Cardamineae","","Cardamine",NA,"Cardamine hirsuta","","","",""
"65",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566554","Mycelis muralis","Wall Lettuce","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Cichorioideae",NA,"Cichorieae","Lactucinae","Mycelis",NA,"Mycelis muralis","","","",""
"66",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566571","Veronica americana","American brooklime","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Plantaginaceae","",NA,"Veroniceae","","Veronica",NA,"Veronica americana","","","",""
"67",2015-03-04,"chlorophilia","http://www.inaturalist.org/observations/2566633","Acer macrophyllum","bigleaf maple","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Sapindales","",NA,"Sapindaceae","",NA,"","","Acer",NA,"Acer macrophyllum","","","",""
"68",2015-04-21,"chlorophilia","http://www.inaturalist.org/observations/2567232","Fragaria vesca","wild strawberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae",NA,"Potentilleae","Fragariinae","Fragaria",NA,"Fragaria vesca","","","",""
"69",2015-04-21,"chlorophilia","http://www.inaturalist.org/observations/2567255","Nemophila parviflora","small-flowered nemophila","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Boraginales","",NA,"Boraginaceae","Hydrophylloideae",NA,"","","Nemophila",NA,"Nemophila parviflora","","","",""
"70",2015-04-21,"chlorophilia","http://www.inaturalist.org/observations/2567283","Anthoxanthum odoratum","sweet vernal grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae",NA,"Poeae","Anthoxanthinae","Anthoxanthum",NA,"Anthoxanthum odoratum","","","",""
"71",2015-04-21,"chlorophilia","http://www.inaturalist.org/observations/2567285","Myosotis discolor","Changing Forget-me-not","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Boraginales","",NA,"Boraginaceae","Cynoglossoideae",NA,"Myosotideae","","Myosotis",NA,"Myosotis discolor","","","",""
"72",2015-04-21,"chlorophilia","http://www.inaturalist.org/observations/2567293","Veronica arvensis","corn speedwell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Plantaginaceae","",NA,"Veroniceae","","Veronica",NA,"Veronica arvensis","","","",""
"73",2015-04-21,"chlorophilia","http://www.inaturalist.org/observations/2567304","Veronica arvensis","corn speedwell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Plantaginaceae","",NA,"Veroniceae","","Veronica",NA,"Veronica arvensis","","","",""
"74",2015-04-04,"chlorophilia","http://www.inaturalist.org/observations/2567447","Camassia leichtlinii suksdorfii","Suksdorf's Large Camas","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Asparagaceae","Agavoideae",NA,"","","Camassia",NA,"Camassia leichtlinii","","Camassia leichtlinii suksdorfii","",""
"75",2015-04-04,"chlorophilia","http://www.inaturalist.org/observations/2567449","Cerastium arvense strictum","field mouse-ear chickweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","Alsinoideae",NA,"Alsineae","","Cerastium",NA,"Cerastium arvense","","Cerastium arvense strictum","",""
"76",2015-04-04,"chlorophilia","http://www.inaturalist.org/observations/2567452","Daucus pusillus","American wild carrot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae",NA,"Scandiceae","Daucinae","Daucus",NA,"Daucus pusillus","","","",""
"77",2015-04-04,"chlorophilia","http://www.inaturalist.org/observations/2567455","Epilobium minutum","little willowherb","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Myrtales","",NA,"Onagraceae","",NA,"","","Epilobium",NA,"Epilobium minutum","","","",""
"78",2015-04-04,"chlorophilia","http://www.inaturalist.org/observations/2567709","Athyrium filix-femina","lady fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae",NA,"Polypodiales","Aspleniinae",NA,"Athyriaceae","",NA,"","","Athyrium",NA,"Athyrium filix-femina","","","",""
"79",2015-04-04,"chlorophilia","http://www.inaturalist.org/observations/2567734","Lysimachia latifolia","Western Star Flower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Primulaceae","Myrsinoideae",NA,"","","Lysimachia",NA,"Lysimachia latifolia","","","",""
"80",2015-04-04,"chlorophilia","http://www.inaturalist.org/observations/2567739","Sambucus racemosa","red-berried elder","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Dipsacales","",NA,"Viburnaceae","",NA,"","","Sambucus",NA,"Sambucus racemosa","","","",""
"81",2015-05-04,"chlorophilia","http://www.inaturalist.org/observations/2567840","Bromus sterilis","Barren Brome","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae",NA,"Bromeae","","Bromus",NA,"Bromus sterilis","","","",""
"82",2015-05-04,"chlorophilia","http://www.inaturalist.org/observations/2567893","Ranunculus occidentalis","Western Buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Ranunculeae","","Ranunculus",NA,"Ranunculus occidentalis","","","",""
"83",2015-05-04,"chlorophilia","http://www.inaturalist.org/observations/2567953","Carex obnupta","slough sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Cariceae","","Carex",NA,"Carex obnupta","","","",""
"84",2015-03-04,"laurus_nobilis","http://www.inaturalist.org/observations/2568976","Ranunculus repens","Creeping buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Ranunculeae","","Ranunculus",NA,"Ranunculus repens","","","",""
"85",2015-05-04,"laurus_nobilis","http://www.inaturalist.org/observations/2569312","Taraxacum","dandelions","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Cichorioideae",NA,"Cichorieae","Crepidinae","Taraxacum",NA,"","","","",""
"86",2015-05-04,"laurus_nobilis","http://www.inaturalist.org/observations/2569314","Tiarella trifoliata","Foamflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Saxifragaceae","",NA,"","","Tiarella",NA,"Tiarella trifoliata","","","",""
"87",2015-05-04,"laurus_nobilis","http://www.inaturalist.org/observations/2569330","Anthoxanthum aristatum","small sweet vernal grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae",NA,"Poeae","Anthoxanthinae","Anthoxanthum",NA,"Anthoxanthum aristatum","","","",""
"88",2015-05-04,"laurus_nobilis","http://www.inaturalist.org/observations/2569342","Circaea alpina","Alpine Enchanter's-nightshade","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Myrtales","",NA,"Onagraceae","",NA,"","","Circaea",NA,"Circaea alpina","","","",""
