"","area","Family","TaxonName","iNatTaxon","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon"
"44","ssi","Aquifoliaceae","Ilex aquifolium","Ilex aquifolium","Adventive in moist woods.","","","","Ilex aquifolium"
"45","ssi","Araceae","Lemna minor","Lemna minor","Quiet standing water, lakes and ponds throughout. Many reports may be in error (name misapplied to native L. minuta). Re-check.","","","","Lemna minor"
"46","ssi","Araceae","Lemna turionifera","Lemna turionifera","Zika Blackburn Lake 2016.","","","","Lemna turionifera"
"47","ssi","Araceae","Lysichiton americanus","Lysichiton americanus","Fens, wet spots, drainage channels.","","","","Lysichiton americanus"
"48","ssi","Araliaceae","Hedera helix","Hedera helix","Escaping into lowland, mesic forest.","","","","Hedera helix"
"49","ssi","Asparagaceae","Asparagus officinalis","Asparagus officinalis","Occasionally escaping, waste ground. Booth Canal.","","","","Asparagus officinalis"
"50","ssi","Asparagaceae","Brodiaea coronaria","Brodiaea coronaria","Dry, open, grassy slopes and rocky outcrops","","","","Brodiaea coronaria"
"51","ssi","Asparagaceae","Brodiaea rosea var. rosea","Brodiaea coronaria rosea","RDB Reginald Hill 1971. CricketFarm Mt Erskine iNaturalist report 2019.","","","","Brodiaea coronaria rosea"
"52","ssi","Asparagaceae","Camassia leichtlinii ssp. suksdorfii","Camassia leichtlinii suksdorfii","South facing bluffs, shelves isolated from grazing.","","","","Camassia leichtlinii suksdorfii"
"53","ssi","Asparagaceae","Camassia quamash ssp. maxima","Camassia quamash maxima","Rare; occuring with C. leichtlinii.","","","","Camassia quamash maxima"
"54","ssi","Asparagaceae","Chionodoxa luciliae","Scilla luciliae","Not officially reported for area but persisting from cultivation.","not in FPNW2","","","Scilla luciliae"
"55","ssi","Asparagaceae","Hyacinthoides hispanica","Hyacinthoides hispanica","Straley Beddis Rd 1991. persisting along with H. non-scripta from cultivation.","","reports of Hyacinthoides hispanica likely refer to Hyacinthoides × massartiana; see remarks from QC: ""Commonly naturalized in the LM and is a persistent relic of cult in SGI. Both H. hispanica and H. non-scripta are cultivated in BC but I have never seen them naturalized.""; PD & AM also report Hyacinthoides × massartiana","AS, QC","Hyacinthoides hispanica"
"56","ssi","Asparagaceae","Maianthemum dilatatum","Maianthemum dilatatum","Moist, open forest.","","","","Maianthemum dilatatum"
"57","ssi","Asparagaceae","Maianthemum racemosum ssp. amplexicaule","Maianthemum racemosum amplexicaule","Damp woods, Beaver Point TRA note very rare.","","","","Maianthemum racemosum amplexicaule"
"58","ssi","Asparagaceae","Maianthemum stellatum","Maianthemum stellatum","HJ forested cliffs below Mt Maxwell 1982.","","","","Maianthemum stellatum"
"59","ssi","Asparagaceae","Ornithogalum umbellatum","Ornithogalum umbellatum","Not officially reported for area but persisting from cultivation.","","","","Ornithogalum umbellatum"
"60","ssi","Asparagaceae","Triteleia grandiflora","Triteleia grandiflora","var. grandiflora location? TRA collection var. howellii location? GD&JP 1997 witheld location.","","","TL (corrected typo)","Triteleia grandiflora"
"61","ssi","Asparagaceae","Triteleia hyacinthina","Triteleia hyacinthina","Grassy slopes on bluffs,","","","","Triteleia hyacinthina"
"62","ssi","Aspleniaceae","Asplenium trichomanes","Asplenium trichomanes","Clement - Musgrave Rd. Calder - Beaver Point","","","","Asplenium trichomanes"
"63","ssi","Asteraceae","Achillea millefolium","Achillea millefolium","Roadsides, disturbed ground.","","","","Achillea millefolium"
"64","ssi","Asteraceae","Adenocaulon bicolor","Adenocaulon bicolor","Moist, shady woods.","","","","Adenocaulon bicolor"
"65","ssi","Asteraceae","Agoseris grandiflora var. leptophylla","Agoseris grandiflora leptophylla","Grassy bluffs.","","","","Agoseris grandiflora leptophylla"
"66","ssi","Asteraceae","Agoseris heterophylla","Agoseris heterophylla","Grassy bluffs and ridges.","","","","Agoseris heterophylla"
"67","ssi","Asteraceae","Ambrosia chamissonis","Ambrosia chamissonis","Sandy beaches, shoreline dunes.","","","","Ambrosia chamissonis"
"68","ssi","Asteraceae","Anaphalis margaritacea","Anaphalis margaritacea","Open woods and roadsides.","","","","Anaphalis margaritacea"
"69","ssi","Asteraceae","Anisocarpus madioides","Anisocarpus madioides","Dry, open Douglas-fir woodlands.","","","","Anisocarpus madioides"
"70","ssi","Asteraceae","Antennaria neglecta","Antennaria neglecta","location? collector?","","","","Antennaria neglecta"
"71","ssi","Asteraceae","Anthemis arvensis","Anthemis arvensis","HJ Fulford waste ground 1979, TRA Ganges.","","","","Anthemis arvensis"
"72","ssi","Asteraceae","Anthemis cotula","Anthemis cotula","Roadsides, waste ground. TRA Ganges, Fulford 1955.","","","","Anthemis cotula"
"73","ssi","Asteraceae","Arctium minus","Arctium minus","Waste ground, roadside","","","","Arctium minus"
"74","ssi","Asteraceae","Artemisia absinthium","Artemisia absinthium","HJ Musgrave Road 1979.","","","","Artemisia absinthium"
"75","ssi","Asteraceae","Artemisia suksdorfii","Artemisia suksdorfii","TRA Beaver Point 1955.","","","","Artemisia suksdorfii"
"76","ssi","Asteraceae","Bellis perennis","Bellis perennis","Lawns, meadows, pastures, waste ground,","","","","Bellis perennis"
"77","ssi","Asteraceae","Bidens cernua","Bidens cernua","Thompson Dunbabin Park 2018iNaturalist observation.","","","","Bidens cernua"
"78","ssi","Asteraceae","Canadanthus modestus","Canadanthus modestus","ICS Location? GD confirms id.","","","","Canadanthus modestus"
"79","ssi","Asteraceae","Centaurea melitensis","Centaurea melitensis","DL Thompson iNaturalist Baker Road 2013.","","","","Centaurea melitensis"
"80","ssi","Asteraceae","Cichorium intybus","Cichorium intybus","Roadsides, farm fields, meadows.","","","","Cichorium intybus"
"81","ssi","Asteraceae","Cirsium arvense","Cirsium arvense","Roadsides, disturbed ground, fields.","","","","Cirsium arvense"
"82","ssi","Asteraceae","Cirsium brevistylum","Cirsium brevistylum","Roadsides, disturbed ground, fields.","","","","Cirsium brevistylum"
"83","ssi","Asteraceae","Cirsium palustre","Cirsium palustre","TRA Ganges 1956. Listed by the Invasive Species Council of BC.","","","","Cirsium palustre"
"84","ssi","Asteraceae","Cirsium vulgare","Cirsium vulgare","Disturbed ground, fields and roadside.","","","","Cirsium vulgare"
"85","ssi","Asteraceae","Conyza canadensis","Erigeron canadensis","Waste places and disturbed soil, farm yards.","","","","Erigeron canadensis"
"86","ssi","Asteraceae","Cotula coronopifolia","Cotula coronopifolia","HJ Fulford Harbour 1979.","","","","Cotula coronopifolia"
"87","ssi","Asteraceae","Crepis capillaris","Crepis capillaris","Roadsides, waste places.","","","","Crepis capillaris"
"88","ssi","Asteraceae","Crocidium multicaule","Crocidium multicaule","Calder Mt Maxwell 1961","","","","Crocidium multicaule"
"89","ssi","Asteraceae","Doronicum pardalianches","Doronicum pardalianches","HJ Fulford 1980.","","","","Doronicum pardalianches"
"90","ssi","Asteraceae","Erigeron philadelphicus","Erigeron philadelphicus","WAN 1921, TRA Fulford, Ganges 1959","","","","Erigeron philadelphicus"
"91","ssi","Asteraceae","Eriophyllum lanatum var. leucophyllum","Eriophyllum lanatum leucophyllum","Grassy bluffs and ledges.","","","","Eriophyllum lanatum leucophyllum"
"92","ssi","Asteraceae","Filago arvensis","Filago arvensis","Clement Musgrave Road 1979,","","","","Filago arvensis"
"93","ssi","Asteraceae","Filago pyramidata","Filago pyramidata","TRA 1957.Hardy 1957 also. Locations? Id?","","","","Filago pyramidata"
"94","ssi","Asteraceae","Gamochaeta ustulata","Gamochaeta ustulata","Roadside vernal pools, disturbed ground.","","","","Gamochaeta ustulata"
"95","ssi","Asteraceae","Gnaphalium palustre","Gnaphalium palustre","Roadside vernal pools, disturbed ground.","","","","Gnaphalium palustre"
"96","ssi","Asteraceae","Gnaphalium uliginosum","Gnaphalium uliginosum","Roadside vernal pools, disturbed ground.","","","","Gnaphalium uliginosum"
"97","ssi","Asteraceae","Grindelia hirsutula","Grindelia hirsutula","HJ Mt Tuam1979, RDB Mt Tuam 1970.","","","","Grindelia hirsutula"
"98","ssi","Asteraceae","Grindelia integrifolia","Grindelia integrifolia","Coastal bluffs, beaches, salt marshes and meadows.","","","","Grindelia integrifolia"
"99","ssi","Asteraceae","Hieracium albiflorum","Hieracium albiflorum","Dry, open coniferous forest and margins..","","","","Hieracium albiflorum"
"100","ssi","Asteraceae","Hypochaeris glabra","Hypochaeris glabra","Roadside, disturbed and waste ground.","","","","Hypochaeris glabra"
"101","ssi","Asteraceae","Hypochaeris radicata","Hypochaeris radicata","Lawns, cultivated ground, waste ground.","","","","Hypochaeris radicata"
"102","ssi","Asteraceae","Jacobaea vulgaris","Jacobaea vulgaris","Roadside and logging roads.","","","","Jacobaea vulgaris"
"103","ssi","Asteraceae","Jaumea carnosa","Jaumea carnosa","location? collector?","","","","Jaumea carnosa"
"104","ssi","Asteraceae","Lactuca biennis","Lactuca biennis","TRA Ganges 1957. Ruckle Park 2020 iNaturalist report.","","","","Lactuca biennis"
"105","ssi","Asteraceae","Lactuca serriola","Lactuca serriola","Roadsides, fields and waste places.","","","","Lactuca serriola"
"106","ssi","Asteraceae","Lapsana communis","Lapsana communis","Roadside, disturbed ground, forest edges.","","","","Lapsana communis"
"107","ssi","Asteraceae","Leontodon saxatilis","Leontodon saxatilis","Lawns, roadsides and waste places.","","","","Leontodon saxatilis"
"108","ssi","Asteraceae","Leucanthemum vulgare","Leucanthemum vulgare","Fields, roadsides, and waste places.","","","","Leucanthemum vulgare"
"109","ssi","Asteraceae","Luina hypoleuca","Luina hypoleuca","TRA base of cliffs Mt Maxwell 1955, HJ Mt Erskin 1980.","","","","Luina hypoleuca"
"110","ssi","Asteraceae","Madia exigua","Madia exigua","Roadsides, grassy ridges. TRA open woods Ganges 1957, Clement Mt Bruce 1979.","","","","Madia exigua"
"111","ssi","Asteraceae","Madia glomerata","Madia glomerata","RDB Mt Bruce 1971. Roadsides, dry open places.","","","","Madia glomerata"
"112","ssi","Asteraceae","Madia gracilis","Madia gracilis","Grassy bluffs and ledges.","","","","Madia gracilis"
"113","ssi","Asteraceae","Madia sativa","Madia sativa","Roadsides.","","","","Madia sativa"
"114","ssi","Asteraceae","Matricaria discoidea","Matricaria discoidea","Roadsides, disturbed ground.","","","","Matricaria discoidea"
"115","ssi","Asteraceae","Mycelis muralis","Mycelis muralis","Open, mesic forest.","","","","Mycelis muralis"
"116","ssi","Asteraceae","Petasites frigidus var. palmatus","Petasites frigidus palmatus","TRA St Marys Lake date?","","","","Petasites frigidus palmatus"
"117","ssi","Asteraceae","Petasites japonicus","Petasites japonicus","TRA abandoned garden edge, Ganges 1957.","","","","Petasites japonicus"
"118","ssi","Asteraceae","Pseudognaphalium thermale","Pseudognaphalium thermale","Logged areas, roadsides, disturbed ground.","","","","Pseudognaphalium thermale"
"119","ssi","Asteraceae","Psilocarphus tenellus","Psilocarphus tenellus","FL Ruckle Park 1996, 2002.","","","","Psilocarphus tenellus"
"120","ssi","Asteraceae","Senecio sylvaticus","Senecio sylvaticus","Disturbed soil and waste places.","","","","Senecio sylvaticus"
"121","ssi","Asteraceae","Senecio vulgaris","Senecio vulgaris","Roadsides, waste ground, cultivated ground.","","","","Senecio vulgaris"
"122","ssi","Asteraceae","Solidago lepida var. lepida","Solidago lepida lepida","Grassy places and open woods.","","","","Solidago lepida lepida"
"123","ssi","Asteraceae","Soliva sessilis","Soliva sessilis","Roemer 1998, 2006 FL 1996, 2002, Beaver Point camp ground area.","","","","Soliva sessilis"
"124","ssi","Asteraceae","Sonchus arvensis ssp. uliginosus","Sonchus arvensis uliginosus","Landward edges of salt marshes, beach shorelines.","","","","Sonchus arvensis uliginosus"
"125","ssi","Asteraceae","Sonchus asper","Sonchus asper","Disturbed ground, cultivated ground.","","","","Sonchus asper"
"126","ssi","Asteraceae","Sonchus oleraceus","Sonchus oleraceus","Disturbed ground, cultivated ground.","","","","Sonchus oleraceus"
"127","ssi","Asteraceae","Symphyotrichum bracteolatum","Symphyotrichum bracteolatum","TRA Cusheon Lake woods 1958.","","","","Symphyotrichum bracteolatum"
"128","ssi","Asteraceae","Symphyotrichum chilense","Symphyotrichum chilense","HJ salty slough, Fulford 1979, TRA St Marys Lake 1959.","","","","Symphyotrichum chilense"
"129","ssi","Asteraceae","Symphyotrichum subspicatum","Symphyotrichum subspicatum","All specimines need re-examination.","","","","Symphyotrichum subspicatum"
"130","ssi","Asteraceae","Tanacetum parthenium","Tanacetum parthenium","Several iNaturalist reports for area.","","","","Tanacetum parthenium"
"131","ssi","Asteraceae","Tanacetum vulgare","Tanacetum vulgare","Roadside and waste places.","","","","Tanacetum vulgare"
"132","ssi","Asteraceae","Taraxacum erythrospermum","Taraxacum erythrospermum","Lawns, roadsides, waste areas, grassy bluffs.","","","","Taraxacum erythrospermum"
"133","ssi","Asteraceae","Taraxacum officinale","Taraxacum officinale","Lawns cultivated ground and disturbed places.","","","","Taraxacum officinale"
"134","ssi","Asteraceae","Tragopogon porrifolius","Tragopogon porrifolius","Roadside, fields.","","","","Tragopogon porrifolius"
"135","ssi","Asteraceae","Tripleurospermum inodorum","Tripleurospermum inodorum","Location? Collector?","","","","Tripleurospermum inodorum"
"136","ssi","Athyriaceae","Athyrium filix-femina ssp. cyclosorum","Athyrium filix-femina cyclosorum","Common throughout in moist forest, wetland edges, seepy spots.","","","","Athyrium filix-femina cyclosorum"
"137","ssi","Berberidaceae","Achlys triphylla","Achlys triphylla","Shady, moist woods, occasionally in open, moist places and along streams. Forming dense stands under Alder regen.","","","","Achlys triphylla"
"138","ssi","Berberidaceae","Berberis aquifolium","Berberis aquifolium","Woods, thickets, and open exposed slopes.","","","","Berberis aquifolium"
"139","ssi","Berberidaceae","Berberis nervosa","Berberis nervosa","Open woods and thickets.","","","","Berberis nervosa"
"140","ssi","Betulaceae","Alnus rubra","Alnus rubra","Lowland early second growth, forest edges.","","","","Alnus rubra"
"141","ssi","Betulaceae","Corylus cornuta ssp. californica","Corylus cornuta californica","TRA Ganges, Beaver Point 1957, Ganges 1958.","","","","Corylus cornuta californica"
"142","ssi","Blechnaceae","Struthiopteris spicant","Struthiopteris spicant","Common in mesic to subhygric forest, usually with North exposure.","","","","Struthiopteris spicant"
"143","ssi","Blechnaceae","Woodwardia fimbriata","Woodwardia fimbriata","2.5 KM SOUTHEAST OF MUSGRAVE POINT. Occurrence Data: 2014-05-19: 2 subpopulations with 20 plants found at the eastern subpopulation (R. Batten and T. McIntosh, pers. comm. 2014). 2013-05-16: 28-33 plants over 2 subpopulations (SSIC 2016)","","","","Woodwardia fimbriata"
"144","ssi","Boraginaceae","Amsinckia menziesii","Amsinckia menziesii","Dry, open places, waste ground.","","","","Amsinckia menziesii"
"145","ssi","Boraginaceae","Borago officinalis","Borago officinalis","iNaturalist report Horel Rd 2019.","","","","Borago officinalis"
"146","ssi","Boraginaceae","Echium vulgare","Echium vulgare","HJ Pasture and stock fields Walker Hook area 1979.","","","","Echium vulgare"
"147","ssi","Boraginaceae","Myosotis arvensis","Myosotis arvensis","Roadsides and waste areas.","","","","Myosotis arvensis"
"148","ssi","Boraginaceae","Myosotis discolor","Myosotis discolor","Grassy bluffs, rocky meadows and disturbed open places.","","","","Myosotis discolor"
"149","ssi","Boraginaceae","Myosotis laxa","Myosotis laxa","Moist soils, fen edges and shallow water.","","","","Myosotis laxa"
"150","ssi","Boraginaceae","Myosotis micrantha","Myosotis stricta","AC Mt Maxwell Park 1970.","","","","Myosotis stricta"
"151","ssi","Boraginaceae","Myosotis scorpioides","Myosotis scorpioides","location?","","","","Myosotis scorpioides"
"152","ssi","Boraginaceae","Nemophila parviflora var. parviflora","Nemophila parviflora parviflora","Moist open forest and edges.","","","","Nemophila parviflora parviflora"
"153","ssi","Boraginaceae","Nemophila pedunculata","Nemophila pedunculata","Grassy ridges and bluffs, shoreline meadows.","","","","Nemophila pedunculata"
"154","ssi","Boraginaceae","Phacelia linearis","Phacelia linearis","Grassy bluffs.","","","","Phacelia linearis"
"155","ssi","Boraginaceae","Plagiobothrys scouleri","Plagiobothrys scouleri","Calder (also RDB, TRA,HJ) Beaver Point 1961,","","","","Plagiobothrys scouleri"
"156","ssi","Boraginaceae","Plagiobothrys tenellus","Plagiobothrys tenellus","Grassy bluffs. HJ Mt Tuam 1980.","","","","Plagiobothrys tenellus"
"157","ssi","Brassicaceae","Arabidopsis thaliana","Arabidopsis thaliana","Waste ground, gardens,","","","","Arabidopsis thaliana"
"158","ssi","Brassicaceae","Arabis eschscholtziana","Arabis eschscholtziana","TRA Southy Point, Beaver Point,Mt Maxwell, St Marys Lake 1955, RDB Sister #2 Island 1971. Calder Mt Maxwell 1961.","","","","Arabis eschscholtziana"
"159","ssi","Brassicaceae","Athysanus pusillus","Athysanus pusillus","AC Mt Maxwell 1970, GD Ganges 1976, HJ Reginald Hill 1980.","","","","Athysanus pusillus"
"160","ssi","Brassicaceae","Aubrieta deltoidea","Aubrieta deltoidea","Mt Belcher roadside iNaturalist report 2020.","","","","Aubrieta deltoidea"
"161","ssi","Brassicaceae","Barbarea orthoceras","Barbarea orthoceras","Roadsides, wet ditches.","","","","Barbarea orthoceras"
"162","ssi","Brassicaceae","Brassica rapa","Brassica rapa","Waste ground, cultivated ground.","","","","Brassica rapa"
"163","ssi","Brassicaceae","Cakile maritima","Cakile maritima","Bennet Walker's Hook 2017.","","","","Cakile maritima"
"164","ssi","Brassicaceae","Capsella bursa-pastoris","Capsella bursa-pastoris","Roadsides, cultivated ground.","","","","Capsella bursa-pastoris"
"165","ssi","Brassicaceae","Cardamine nuttallii","Cardamine nuttallii","Grassy ridges, open woodland.","","","","Cardamine nuttallii"
"166","ssi","Brassicaceae","Cardamine occulta","Cardamine occulta","Dunnison iNaturalist observation Blackburn Rd 2020.","","","","Cardamine occulta"
"167","ssi","Brassicaceae","Cardamine oligosperma","Cardamine oligosperma","Cultivated ground, waste ground.","","","","Cardamine oligosperma"
"168","ssi","Brassicaceae","Cardamine pensylvanica","Cardamine pensylvanica","Wet to swampy ground, creeks.","","","","Cardamine pensylvanica"
"169","ssi","Brassicaceae","Draba verna","Draba verna","Dry waste ground, roadsides,","","","","Draba verna"
"170","ssi","Brassicaceae","Erysimum cheiranthoides","Erysimum cheiranthoides","TRA Mt Maxwell, ICS Churchill Road","","","","Erysimum cheiranthoides"
"171","ssi","Brassicaceae","Hesperis matronalis","Hesperis matronalis","HJ roadside Ganges-Vesuvius 1980, RDB Fulford 1971.Clement Weston Lake 1979.","","","","Hesperis matronalis"
"172","ssi","Brassicaceae","Hornungia procumbens","Hornungia procumbens","TRA Booth Inlet, Young 1963 no location given. HJ observed Booth Inlet 1982 - no collection.","","","","Hornungia procumbens"
"173","ssi","Brassicaceae","Idahoa scapigera","Idahoa scapigera","HJ Mt Tuam, Mt Maxwell1980.","","","","Idahoa scapigera"
"174","ssi","Brassicaceae","Lepidium campestre","Lepidium campestre","Thompson Broadwell Rd iNaturalist report 2020. Scurtescu Wilkie Way iNaturalist report 2020.","","","","Lepidium campestre"
"175","ssi","Brassicaceae","Lepidium sativum","Lepidium sativum","TRA Beaver Point date?","","","","Lepidium sativum"
"176","ssi","Brassicaceae","Lepidium virginicum","Lepidium virginicum","Grassy bluffs, dry sandy ground.","","","","Lepidium virginicum"
"177","ssi","Brassicaceae","Nasturtium officinale","Nasturtium officinale","Ditches and ponds.TRA Booth Canal 1955.","","","","Nasturtium officinale"
"178","ssi","Brassicaceae","Raphanus raphanistrum","Raphanus raphanistrum","Meadows and waste ground.","","","","Raphanus raphanistrum"
"179","ssi","Brassicaceae","Rorippa palustris","Rorippa palustris","HJ farm pond Booth Canal area 1979.","","","","Rorippa palustris"
"180","ssi","Brassicaceae","Rorippa sylvestris","Rorippa sylvestris","Waste land, storm drain downtown Ganges HJ 1979.","","","","Rorippa sylvestris"
"181","ssi","Brassicaceae","Sisymbrium altissimum","Sisymbrium altissimum","Cultivated ground and moist waste land.","","","","Sisymbrium altissimum"
"182","ssi","Brassicaceae","Sisymbrium officinale","Sisymbrium officinale","Aagricultural weed throughout.","","","","Sisymbrium officinale"
"183","ssi","Brassicaceae","Teesdalia nudicaulis","Teesdalia nudicaulis","Roadsides, parking areas, especially view areas, sandy ground.","","","","Teesdalia nudicaulis"
"184","ssi","Brassicaceae","Thlaspi arvense","Thlaspi arvense","Gardens, farm yards.","","","","Thlaspi arvense"
"185","ssi","Brassicaceae","Thysanocarpus curvipes","Thysanocarpus curvipes","Grassy bluffs and ledges.","","","","Thysanocarpus curvipes"
"186","ssi","Brassicaceae","Turritis glabra","Turritis glabra","Grassy bluffs and ledges.","","","","Turritis glabra"
