"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Cribrinopsis rubens","Sanamyan, Sanamyan, McDaniel, Martynov, Korshunova & Bocharova, 2019","","crimson anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinioidea","Actiniidae","","","Cribrinopsis","rubens",,"",,"native","unlisted",,"2006-11-11","Andy Lamb","PMLS","",,"2010-07-17","Andy Lamb","PMLS","",,19,"confirmed","unobserved","",936577,"CNI"
"Cyanea ferruginea","Eschscholtz, 1829","","lion's mane","Animalia","Cnidaria","","","Scyphozoa","Discomedusae","","Semaeostomeae","","","Cyaneidae","","","Cyanea","ferruginea",,"",,"native","unlisted",,"1999-10-02","Andy Lamb","PMLS","",,"2022-10-10","","iNaturalist","",,45,"confirmed","observed","reported as Cyanea capillata",786996,"CNI"
"Diadumene lineata","(Verrill, 1869)","","striped green sea anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Metridioidea","Diadumenidae","","","Diadumene","lineata",,"",,"non-native","unlisted",,"1859-01-01","Alexander Agassiz","McMurrich (1921)","AGASSIZGI:1",,"2023-08-24","","iNaturalist","",,11,"confirmed","observed","",81783,"CNI"
"Discophyton rudyi","(Verseveldt & van Ofwegen, 1992)","","white soft coral","Animalia","Cnidaria","","","Anthozoa","Octocorallia","","Malacalcyonacea","","","Discophytidae","","","Discophyton","rudyi",,"",,"native","unlisted",,"1995-02-24","Charlie Gibbs","PMLS","",,"1996-09-29","Charlie Gibbs","PMLS","",,3,"reported","unobserved","",460061,"CNI"
"Ectopleura crocea","(Agassiz, 1862)","","bushy pink-mouth hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Aplanulata","","Tubulariidae","","","Ectopleura","crocea",,"",,"native","unlisted",,"1993-08-16","Andy Lamb","PMLS","",,"2019-03-17","Andy Lamb","PMLS","",,67,"confirmed","unobserved","reported as Pinauay crocea",324497,"CNI"
"Ectopleura marina","(Torrey, 1902)","","solitary pink-mouth hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Aplanulata","","Tubulariidae","","","Ectopleura","marina",,"",,"native","unlisted",,"1981-05-31","Andy Lamb","PMLS","",,"2023-05-27","","iNaturalist","",,25,"confirmed","observed","reported as Pinauay marina",492142,"CNI"
"Epiactis lisbethae","Fautin & Chia, 1986","","brooding anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinioidea","Actiniidae","","","Epiactis","lisbethae",,"",,"native","unlisted",,"1999-07-31","Charlie Gibbs","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,6,"confirmed","unobserved","",429853,"CNI"
"Epiactis prolifera","Verrill, 1869","","proliferating anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinioidea","Actiniidae","","","Epiactis","prolifera",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"2022-08-14","","iNaturalist","",,10,"confirmed","observed","",49060,"CNI"
"Epizoanthus scotinus","Wood, 1957","","orange zoanthid","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Zoantharia","Macrocnemina","","Epizoanthidae","","","Epizoanthus","scotinus",,"",,"native","unlisted",,"1981-05-31","Andy Lamb","PMLS","",,"2023-09-04","","iNaturalist","",,113,"confirmed","observed","",429859,"CNI"
"Euphysa sp.","","","tiny red sausage jellies","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Aplanulata","","Corymorphidae","","","Euphysa","",,"",,"","",,"1993-05-09","Charlie Gibbs","PMLS","",,"2021-04-11","","iNaturalist","",,4,"confirmed","observed","",247163,"CNI"
"Eutonina indicans","(Romanes, 1876)","","aggregating jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Eirenidae","","","Eutonina","indicans",,"",,"native","unlisted",,"1996-05-29","Charlie Gibbs","PMLS","",,"2023-05-06","","iNaturalist","",,28,"confirmed","observed","",348053,"CNI"
"Garveia annulata","Nutting, 1901","","orange hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Bougainvilliidae","","","Garveia","annulata",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,23,"confirmed","observed","",63662,"CNI"
"Gonionemus vertens","A. Agassiz, 1862","","clinging jellyfish","Animalia","Cnidaria","","","Hydrozoa","Trachylinae","","Limnomedusae","","","Olindiidae","","","Gonionemus","vertens",,"",,"native","unlisted",,"2009-07-09","","iNaturalist","",,"2023-07-09","","iNaturalist","",,5,"confirmed","observed","",501046,"CNI"
"Grammaria sp.","","","spindly embedded hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Lafoeidae","","","Grammaria","",,"",,"","",,"2009-04-13","Andy Lamb","PMLS","",,"2009-04-13","Andy Lamb","PMLS","",,1,"reported","unobserved","",874029,"CNI"
"Halcampa decemtentaculata","Hand, 1955","","ten-tentacled burrowing anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Metridioidea","Halcampidae","","","Halcampa","decemtentaculata",,"",,"native","unlisted",,"2008-06-21","Andy Lamb","PMLS","",,"2016-07-24","Andy Lamb","PMLS","",,3,"confirmed","unobserved","",124510,"CNI"
"Halecium beanii","(Johnston, 1838)","","candalabrum hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Haleciidae","","","Halecium","beanii",,"",,"native","unlisted",,"2010-04-18","Andy Lamb","PMLS","",,"2010-04-18","Andy Lamb","PMLS","",,1,"reported","unobserved","",668120,"CNI"
"Halecium densum","Calkins, 1899","","dense bushy hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Haleciidae","","","Halecium","densum",,"",,"native","unlisted",,"2006-06-30","Andy Lamb","PMLS","",,"2009-04-13","Andy Lamb","PMLS","",,5,"confirmed","unobserved","",874028,"CNI"
"Hydractinia sp.","","","barnacle fur hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Hydractiniidae","","","Hydractinia","",,"",,"","",,"2008-03-22","Andy Lamb","PMLS","",,"2008-04-27","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",203798,"CNI"
"Hydrallmania franciscana","(Trask, 1857)","","loose spiral hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Sertularioidea","Sertulariidae","","","Hydrallmania","franciscana",,"",,"native","unlisted",,"2006-06-30","Andy Lamb","PMLS","",,"2006-11-11","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",873899,"CNI"
"Lafoea dumosa","(Fleming, 1820)","","muff hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Lafoeidae","","","Lafoea","dumosa",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2013-10-23","Andy Lamb","PMLS","",,24,"confirmed","unobserved","",423721,"CNI"
"Leuckartiara longicalcar","Schuchert, 2018","","","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Pandeidae","","","Leuckartiara","longicalcar",,"",,"native","unlisted",,"2020-05-09","","iNaturalist","",,"2023-06-04","","iNaturalist","",,3,"new 2020","observed","",776381,"CNI"
"Melicertum octocostatum","(M. Sars, 1835)","","eight-strand jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Melicertidae","","","Melicertum","octocostatum",,"",,"native","unlisted",,"2009-04-13","Andy Lamb","PMLS","",,"2013-05-17","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",550154,"CNI"
"Metridium farcimen","(Brandt, 1835)","","giant plumose anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Metridioidea","Metridiidae","","","Metridium","farcimen",,"",,"native","unlisted",,"1973-09-21","Andy Lamb","PMLS","",,"2023-10-08","","iNaturalist","",,226,"confirmed","observed","",51812,"CNI"
"Metridium senile","(Linnaeus, 1761)","","short plumose anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Metridioidea","Metridiidae","","","Metridium","senile",,"",,"native","unlisted",,"1968-08-02","Andy Lamb","PMLS","",,"2023-08-26","","iNaturalist","",,56,"confirmed","observed","",49071,"CNI"
"Mitrocoma cellularia","(Agassiz, 1862)","","cross jellyfish","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Mitrocomidae","","","Mitrocoma","cellularia",,"",,"native","unlisted",,"1928-07-19","Fisheries Research Board of Canada, Nanaimo","CMN","CMNI 2012-0102",,"2023-06-17","","iNaturalist","",,27,"confirmed","observed","",493918,"CNI"
"Mitrocomella polydiademata","(Romanes, 1876)","","","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Mitrocomidae","","","Mitrocomella","polydiademata",,"",,"","",,"2021-04-18","","iNaturalist","",,"2021-04-18","","iNaturalist","",,1,"new 2021","observed","",531848,"CNI"
"Muggiaea sp.","","","dwarf tailed jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Siphonophorae","Calycophorae","","Diphyidae","Diphyinae","","Muggiaea","",,"",,"","",,"2009-04-11","Andy Lamb","PMLS","",,"2009-07-04","Andy Lamb","PMLS","",,3,"confirmed","unobserved","",201710,"CNI"
"Nanomia bijuga","(Delle Chiaje, 1844)","","tailed jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Siphonophorae","Physonectae","","Agalmatidae","","","Nanomia","bijuga",,"",,"native","unlisted",,"1993-05-09","Charlie Gibbs","PMLS","",,"2021-04-20","","iNaturalist","",,26,"confirmed","observed","",506580,"CNI"
"Neoturris breviconis","(Murbach & Shearer, 1902)","","blob-top jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Pandeidae","","","Neoturris","breviconis",,"",,"native","unlisted",,"2007-09-29","Andy Lamb","PMLS","",,"2023-04-27","","iNaturalist","",,18,"confirmed","observed","",491131,"CNI"
"Obelia sp.","","","wine-glass hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Campanulariidae","","","Obelia","",,"",,"","",,"1968-08-02","Andy Lamb","PMLS","",,"2023-02-08","","iNaturalist","",,31,"confirmed","observed","",49536,"CNI"
"Orthopyxis sp.","","","spider web hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Campanulariidae","","","Orthopyxis","",,"",,"","",,"1994-09-10","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,14,"confirmed","unobserved","",500952,"CNI"
"Pachycerianthus fimbriatus","McMurrich, 1910","","tube-dwelling anemone","Animalia","Cnidaria","","","Anthozoa","Ceriantharia","","Spirularia","","","Cerianthidae","","","Pachycerianthus","fimbriatus",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"2023-07-22","","iNaturalist","",,184,"confirmed","observed","",47702,"CNI"
"Paracyathus stearnsii","Verrill, 1869","","brown oval cup coral","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Scleractinia","","","Caryophylliidae","","","Paracyathus","stearnsii",,"",,"native","unlisted",,"2006-06-23","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,4,"confirmed","unobserved","",293284,"CNI"
"Peachia quinquecapitata","McMurrich, 1913","","jelly-dwelling anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinioidea","Haloclavidae","","","Peachia","quinquecapitata",,"",,"native","unlisted",,"2006-06-23","Andy Lamb","PMLS","",,"2012-10-09","Andy Lamb","PMLS","",,4,"confirmed","unobserved","",47814,"CNI"
"Phacellophora camtschatica","Brandt, 1835","","fried egg jellyfish","Animalia","Cnidaria","","","Scyphozoa","Discomedusae","","Semaeostomeae","","","Phacellophoridae","","","Phacellophora","camtschatica",,"",,"native","unlisted",,"1994-09-10","Andy Lamb","PMLS","",,"2023-09-09","","iNaturalist","",,39,"confirmed","observed","",52966,"CNI"
"Plumularia setacea","(Linnaeus, 1758)","","glassy plume hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Plumularioidea","Plumulariidae","","","Plumularia","setacea",,"",,"native","unlisted",,"1913-06-06","","RBCM","976-00936-001",,"2019-03-11","Andy Lamb","PMLS","",,38,"confirmed","unobserved","",209141,"CNI"
"Plumularia sp.","","","delicate plume hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Plumularioidea","Plumulariidae","","","Plumularia","",,"",,"","",,"1985-08-02","Andy Lamb","PMLS","",,"2017-03-18","Andy Lamb","PMLS","",,28,"confirmed","unobserved","",60609,"CNI"
"Polyorchis penicillatus","(Eschscholtz, 1829)","","red-eye medusa","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Capitata","","Corynidae","","","Polyorchis","penicillatus",,"",,"native","unlisted",,"2006-06-11","","iNaturalist","",,"2022-09-17","","iNaturalist","",,9,"confirmed","observed","",51640,"CNI"
"Ptilosarcus gurneyi","(Gray, 1860)","","orange sea pen","Animalia","Cnidaria","","","Anthozoa","Octocorallia","","Scleralcyonacea","","Pennatuloidea","Pennatulidae","","","Ptilosarcus","gurneyi",,"",,"native","unlisted",,"1923-06-18","","RBCM","976-01146-015",,"2023-09-09","","iNaturalist","",,149,"confirmed","observed","",448320,"CNI"
"Rhizocaulus verticillatus","(Linnaeus, 1758)","","horse-tail hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Campanulariidae","","","Rhizocaulus","verticillatus",,"",,"native","unlisted",,"2008-03-22","Andy Lamb","PMLS","",,"2011-11-18","Andy Lamb","PMLS","",,5,"confirmed","unobserved","",127158,"CNI"
"Sarsia sp.","","","thimble jellyfishes","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Capitata","","Corynidae","","","Sarsia","",,"",,"","",,"2009-04-13","Andy Lamb","PMLS","",,"2009-04-13","Andy Lamb","PMLS","",,1,"reported","unobserved","",51653,"CNI"
"Sarsia tubulosa","(M. Sars, 1835)","","clapper hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Capitata","","Corynidae","","","Sarsia","tubulosa",,"",,"native","unlisted",,"1913-06-06","","RBCM","976-00141-001",,"2009-04-13","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",448319,"CNI"
"Schuchertinia allmanii","(Bonnevie, 1898)","","snail fur hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Hydractiniidae","","","Schuchertinia","allmanii",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2006-12-02","Charlie Gibbs","PMLS","",,3,"confirmed","unobserved","reported as Hydractinia cf. aggregata",1118982,"CNI"
"Schuchertinia milleri","(Torrey, 1902)","","hedge-hog hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Hydractiniidae","","","Schuchertinia","milleri",,"",,"native","unlisted",,"1985-12-07","Andy Lamb","PMLS","",,"2018-06-19","Andy Lamb","PMLS","",,35,"confirmed","unobserved","reported as Clavactinia milleri",854771,"CNI"
"Sertularella sp.","","","garland hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Sertularioidea","Sertularellidae","","","Sertularella","",,"",,"","",,"1985-08-02","Andy Lamb","PMLS","",,"2023-09-09","","iNaturalist","",,2,"confirmed","observed","",60656,"CNI"
"Similiclava nivea","Calder, Choong & McDaniel, 2015","","white hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Similiclavidae","","","Similiclava","nivea",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2019-03-11","Andy Lamb","PMLS","",,68,"confirmed","unobserved","",873890,"CNI"
"Solmissus sp.","","","scalloped jelly","Animalia","Cnidaria","","","Hydrozoa","Trachylinae","","Narcomedusae","","","Cuninidae","","","Solmissus","",,"",,"","",,"2009-04-04","Andy Lamb","PMLS","",,"2009-04-04","Andy Lamb","PMLS","",,1,"reported","unobserved","",247208,"CNI"
"Solmundaegina nematophora","Lindsay, 2017","","four tentacled jelly","Animalia","Cnidaria","","","Hydrozoa","Trachylinae","","Narcomedusae","","","Solmundaeginidae","","","Solmundaegina","nematophora",,"",,"native","unlisted",,"2009-04-04","Andy Lamb","PMLS","",,"2021-03-27","","iNaturalist","",,2,"confirmed","observed","",1156476,"CNI"
"Stomotoca atra","L. Agassiz, 1862","","hanging stomach jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Pandeidae","","","Stomotoca","atra",,"",,"native","unlisted",,"2015-07-07","","iNaturalist","",,"2017-05-30","","iNaturalist","",,2,"confirmed","observed","",255140,"CNI"
"Stomphia coccinea","(Müller, 1776)","","spotted swimming anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinostoloidea","Actinostolidae","","","Stomphia","coccinea",,"",,"native","unlisted",,"2008-04-27","Andy Lamb","PMLS","",,"2009-04-04","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",459981,"CNI"
"Stomphia didemon","Siebert, 1973","","swimming anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinostoloidea","Actinostolidae","","","Stomphia","didemon",,"",,"native","unlisted",,"1971-08-21","Andy Lamb","PMLS","",,"2017-08-22","Andy Lamb","PMLS","",,32,"confirmed","unobserved","",501276,"CNI"
"Stylantheca papillosa","(Dall, 1884)","","encrusting hydrocoral","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Stylasteridae","","","Stylantheca","papillosa",,"",,"native","unlisted",,"1978-02-19","","iNaturalist","",,"2019-03-11","Andy Lamb","PMLS","",,76,"confirmed","observed","",131205,"CNI"
"Stylaster verrillii","(Dall, 1884)","","","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Stylasteridae","","","Stylaster","verrillii",,"",,"native","unlisted",,"2007-10-23","","iNaturalist","",,"2007-10-23","","iNaturalist","",,2,"confirmed","observed","https://static.inaturalist.org/photos/95758142/large.jpeg?1600374698",459985,"CNI"
"Stylatula elongata","Verrill, 1864","","spiny white sea pen","Animalia","Cnidaria","","","Anthozoa","Octocorallia","","Scleralcyonacea","","Pennatuloidea","Virgulariidae","","","Stylatula","elongata",,"",,"native","unlisted",,"2016-01-23","Andy Lamb","PMLS","",,"2023-04-22","","iNaturalist","",,2,"new 2016","observed","",61459,"CNI"
"Thrombophyton trachydermum","McFadden & Hochberg, 2003","","pale soft coral","Animalia","Cnidaria","","","Anthozoa","Octocorallia","","Malacalcyonacea","","","Paramuriceidae","","","Thrombophyton","trachydermum",,"",,"native","unlisted",,"2009-01-30","Andy Lamb","PMLS","",,"2023-06-24","","iNaturalist","",,4,"confirmed","observed","",424307,"CNI"
"Thuiaria sp.","","","embedded sea fir hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Sertularioidea","Sertulariidae","","","Thuiaria","",,"",,"","",,"1985-08-02","Andy Lamb","PMLS","",,"2019-03-17","Andy Lamb","PMLS","",,63,"confirmed","unobserved","",514521,"CNI"
"Thuiaria thuja","(Linnaeus, 1758)","","bottlebrush hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Sertularioidea","Sertulariidae","","","Thuiaria","thuja",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2012-10-09","Andy Lamb","PMLS","",,9,"confirmed","unobserved","",873882,"CNI"
"Tubularia indivisa","Linnaeus, 1758","","giant pink-mouth hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Aplanulata","","Tubulariidae","","","Tubularia","indivisa",,"",,"native","unlisted",,"2008-03-07","Andy Lamb","PMLS","",,"2010-11-12","Andy Lamb","PMLS","",,9,"confirmed","unobserved","",461660,"CNI"
"Urticina clandestina","N. Sanamyan, K. Sanamyan & McDaniel, 2013","","stubby rose anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinioidea","Actiniidae","","","Urticina","clandestina",,"",,"native","unlisted",,"1969-02-22","Andy Lamb","PMLS","",,"2023-09-09","","iNaturalist","",,103,"confirmed","observed","",898651,"CNI"
"Urticina grebelnyi","Sanamyan & Sanamyan, 2006","","painted anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinioidea","Actiniidae","","","Urticina","grebelnyi",,"",,"native","unlisted",,"1969-02-22","Andy Lamb","PMLS","",,"2023-07-09","","iNaturalist","",,131,"confirmed","observed","",492672,"CNI"
"Virgularia sp.","","","white sea pen","Animalia","Cnidaria","","","Anthozoa","Octocorallia","","Scleralcyonacea","","Pennatuloidea","Virgulariidae","","","Virgularia","",,"",,"","",,"1995-02-25","Charlie Gibbs","PMLS","",,"2021-09-05","","iNaturalist","",,8,"confirmed","observed","",195571,"CNI"
